cluster;id;author;volume;title;institution;venue;address;publisher;year;pages;editor;note;month;class
0;16320;"freund, y.";;"an improved boosting algorithm and its implications on learning complexity.";;"in proc. 5th annu. workshop on comput. learning theory,";"new york, ny.";"acm press,";(1992).;"pp. 391-398.";;;;freund1992b
0;16321;"freund, y.";;"an improved boosting algorithm and its implications on learning complexity.";;"in proceedings of the fifth annual workshop on computational learning theory,";"pittsburgh, pa.";"acm press.";(1992).;"(pp. 391-398),";;;;freund1992b
0;16322;"freund, y.";;"an improved boosting algorithm and its implications on learning complexity.";;"proc. 5th work. comp. learning theory (pp.";;;(1992).;391-398).;;;;freund1992b
0;16323;"freund, y.";;"an improved boosting algorithm and its implications on learning complexity.";;"proceedings of the fifth annual acm workshop on computational learning theory (pp.";;;(1992).;391-398).;;;;freund1992b
0;16324;"freund, y.";;"an improved boosting algorithm and its implications on learning complexity.";;"proceedings of the fifth annual acm workshop on computational learning theory (pp.";;"acm press.";(1992).;391-398).;;;;freund1992b
0;16325;"freund, y.";391398;"an improved boosting algorithm and its implications on learning complexity.";;"proceedings of the fifth annual acm workshop on computational learning theory (pp.";;"acm press.";(1992).;;;;;freund1992b
0;16326;"freund, y.";;"an improved boosting algorithm and its implications on learning complexity.";;"in proceedings of the fifth workshop on computational learning theory,";"san mateo, ca.";"morgan kauf-mann.";1992.;391-398.,;;;freund1992b;freund1992b
0;16327;"yoav freund.";;"an improved boosting algorithm and its implications on learning complexity.";;"in proceedings of the fifth annual acm workshop on computational learning theory,";;"acm press,";1992.;"pages 391-398.";;;;freund1992b
0;16328;"yoav freund.";;"an improved boosting algorithm and its implications on learning complexity.";;"in proceedings of the fifth annual acm workshop on computational learning theory,";;;1992.;"pages 391-398,";;;july,freund1992b;freund1992b
0;16329;"yoav freund.";;"an improved boosting algorithm and its implications on learning complexity.";;"in proceedings of the fifth annual acm workshop on computational learning theory,";;"acm press,";1992.;"pages 391-398.";;;;freund1992b
0;16330;"yoav freund.";;"an improved boosting algorithm and its implications on learning complexity.";;"in proc. of the 5th ann. workshop on comput. learning theory,";;;1992.;"pages 391-398,";;;july,freund1992b;freund1992b
0;16331;"yoav freund.";;"an improved boosting algorithm and its implications on learning complexity.";;"in proceedings of the 5th workshop on computational learning theory,";;"morgan kaufman,";1992.;"pages 391-398.";;;;freund1992b
0;16332;"yoav freund.";;"an improved boosting algorithm and its implications on learning complexity.";;"in proceedings of the fifth annual acm workshop on computational learning theory,";;"acm press,";1992.;"pages 391-398.";;;;freund1992b
0;16333;"y. freund.";;"an improved boosting algorithm and its implications on learning complexity.";;"in proceedings of colt 92,";;"morgan kaufmann,";1992.;"pages 391-398.";;;;freund1992b
0;16334;"yoav freund.";;"an improved boosting algorithm and its implications on learning complex-ity.";;"in proceedings of the fifth annual workshop on computational learning theory,";;;1992.;"pages 391-398,";;;july,freund1992b;freund1992b
0;16335;"freund, y.,";;"an improved boosting algorithm and its implications on learning complexity,";;"proceedings of the 5rd annual workshop on computational learning theory,";;;1992.;"pp. 391-98,";;;;freund1992b
0;16336;"y. freund.";;"an improved boosting algorithm and its implications on learning complexity.";;"in proceedings of the fifth annual acm workshop on computational learning theory,";;"acm press,";1992.;"pages 391-398.";;;;freund1992b
0;16337;"y. freund.";;"an improved boosting algorithm and its implications on learning complexity.";;"in proceedings of the fifth workshop on computational learning theory,";"san mateo, ca, 1992.";"morgan kaufmann.";;"pages 391-398,";;;;freund1992b
0;16338;"freund, y. and haussler, d.";;"unsupervised learning of distributions on binary vectors using two layer networks,";;"in advances in neural information processing systems iv (denver 1992),";;"and r.";(1992),;;"ed. j. e. moody, s. j. hanson,";;;freund1992c
0;16339;"y. freund and d. haussler.";;"unsupervised learning of distributions on binary vectors using two layer networks.";;"in proceedings of the 1991 conference on neural information processing systems.";;"morgan kaufmann,";1992.;;;;;freund1992c
0;16340;"freund, y & haussler,";;"d (1992). unsupervised learning of distributions on binary vectors using two layer networks.";;"advances in neural information processing systems 4,";;;;912-919.,;;;freund1992c;freund1992c
0;16341;"y. freund and d. haussler.";;"unsupervised learning of distributions on binary vectors using 2-layer networks.";;"in advances in neural information processing systems 4,";;"morgan kaufmann publishers,";1992.;"pages 912-919.";;;;freund1992c
0;16342;"freund, y., and haussler, d.";;"unsupervised learning of distributions on binary vectors using two layer networks.";;"in neural information processing systems 4,";"san mateo, ca,";"morgan kaufmann publishers,";1992,;"pp. 912-919.";"j. moody, s. hanson, and r. lippmann, eds.";;;freund1992c
0;16343;"freund, y., and haussler, d.,";;"unsupervised learning of distributions on binary vectors using two layer networks. pp.";;"912919 in neural information processing systems 4, edited by j.moody, s.j.hanson and r.p.lippmann.";"san mateo, ca,";"morgan kaufmann publishers,";1992.;;;;;freund1992c
0;16344;"y. freund and d. haussler.";;"unsupevised learning of distributions on binary vectors using two-layer networks.";;"in proceedings of the 1991 conf. on neural informations processing systems,";"san mateo, ca, 1992.";"morgan kaufmann.";;;;;;freund1992c
0;16345;"y. freund, m. j. kearns, d. ron, r. rubinfeld, r. e. schapire, and l. sellie.";;"efficient learning of typical finite automata from random walks.";"the association for computing machinery.";"proceedings of the 25th annual acm symposium on theory of computing (pp.";"san-diego, ca:";;(1993).;315-324).;;;;freund1993a
0;16346;"y. freund, m. kearns, d. ron, r. rubinfeld, r.e. schapire, and l. sellie.";;"efficient learning of typical finite automata from random walks.";;"in proceedings of the 24th annual acm symposium on theory of computing,";;;1993.;"pages 315-324,";;;;freund1993a
0;16347;"yoav freund, michael kearns, dana ron, ronitt rubinfeld, robert schapire, and linda sellie.";;"efficient learning of typical finite automata from random walks,";;stoc-93,;;;;"pp. 315-324.";;;;freund1993a
0;16348;"y. freund, m. kearns, d. ron, r. rubinfeld, r.e. schapire, and l. sellie.";;"efficient learning of typical finite automata from random walks.";;"in proceedings of the 24th annual acm symposium on theory of computing,";;;1993.;"pages 315-324,";;;;freund1993a
0;16349;"y. freund, m. kearns, d. ron, r. rubinfeld, r. schapire, l. sellie.";;"efficient learning of typical finite automata from random walks.";;"proc. 25 th annual acm symposium on the theory of computing,";pp.315-324,;;1993.;;;;;freund1993a
0;16350;"yoav freund, michael kearns, dana ron, ronitt rubinfeld, robert schapire, and linda sellie.";;"efficient learning of typical finite automata from random walks,";;stoc-93,;;;;"pp. 315-324.";;;;freund1993a
0;16351;"y. freund, m. kearns, d. ron, r. rubinfeld, r. schapire, and l. sellie.";;"efficient learning of typical finite automata from random walks.";;"in proceedings of the 24th annual acm symposium on theory of computing,";;;1993.;;;;;freund1993a
0;16352;"yoav freund, michael j. kearns, dana ron, ronitt rubinfeld, robert e. schapire, and linda sellie.";;"efficient learning of typical finite automata from random walks.";;"in proceedings of the 24th annual acm symposium on theory of computing,";;;1993.;;;;;freund1993a
0;16353;"y. freund, m. kearns, d. ron, r. rubinfeld, r. schapire, and l. sellie.";;"efficient learning of typical finite automata from random walks.";;"in proceedings of the 24th annual acm symposium on theory of computing,";;;1993.;;;;;freund1993a
0;16354;"y. freund, m. kearns, d. ron, r. rubinfeld, r. schapire, and l. sellie.";;"efficient learning of typical finite automata from random walks.";;"in proceedings of the 24th annual acm symposium on theory of computing,";;;1993.;"pages 315-324,";;;;freund1993a
0;16355;"y. freund, m. kearns, d. ron, r. rubinfeld, r.e. schapire, and l. sellie,";;"efficient learning of typical finite automata from random walks,";;;;stoc-93.,;;;;;freund1993a;freund1993a
0;16356;"yoav freund, michael kearns, dana ron, ronitt rubinfeld, robert schapire, and linda sellie.";;"efficient learning of typical finite automata from random walks.";;"in proceedings of the twenty-fifth annual acm symposium on theory of computing,";;;1993.;"pages 315-324,";;;may,freund1993a;freund1993a
0;16357;"yoav freund, michael kearns, dana ron, ronitt rubenfeld, robert schapire, and linda sellie.";;"efficient learning of typical finite automata from random walks.";;"in proceedings of the twenty-fifth annual acm symposium on theory of computing,";;;1993.;"pages 315-324,";;;may,freund1993a;freund1993a
0;16358;"y. freund, m. j. kearns, d. ron, r. rubinfeld, r. e. schapire, and l. sellie.";;"efficient learning of typical finite automata from random walks.";;"13 in proceedings of the 25th annual acm symposium on theory of com--puting,";"san-diego, ca, 1993.";"acm press.";;"pages 315-324,";;;;freund1993a
0;16359;"y. freund, m. kearns, d. ron, r. rubinfeld, r.e. schapire, and l. sellie.";;"efficient learning of typical finite automata from random walks.";;"in proceedings of the 24th annual acm symposium on theory of computing,";;;1993.;"pages 315-324,";;;;freund1993a
0;16360;"y. freund, m. kearns, d. ron, r. rubinfeld, r. e. schapire, and l. sellie.";;"efficient learning of typical finite automata from random walks.";;"in proceedings of the 24th annual acm symp. on theory of computing,";;;1993.;"pages 315-324,";;;;freund1993a
0;16361;"y. freund, m. kearns, d. ron, r. rubinfeld, r.e. schapire, and l. sellie.";;"efficient learning of typical finite automata from random walks.";;"in proceedings of the 24th annual acm symp. on theory of computing,";;;1993.;"pages 315-324,";;;;freund1993a
0;16362;"y. freund, m. kearns, d. ron, r. rubinfeld, r. schapire, and l. sellie.";;"efficient learning of typical finite automata from random walks.";;"in proc. 25th stoc,";;acm,;1993.;"pages 315-324.";;;;freund1993a
0;16363;"yoav freund, michael kearns, dana ron, ronitt rubinfeld, robert schapire, and linda sellie.";;"efficient learning of typical finite automata from random walks.";;"in proceedings of the eighteenth annual acm symposium on theory of computing,";"san diego, ca,";;1993.;"pages 315-324,";;;may,freund1993a;freund1993a
0;16364;"y. freund, m. kearns, d. ron, r. rubinfeld, r. e. schapire, and l. sellie.";;"efficient learning of typical finite automata from random walks.";;"in acm symposium on the theory of computing,";;;1993.;"pages 315-324,";;;;freund1993a
0;16365;"freund, y., kearns, m. j., ron, d., rubinfeld, r., schapire, r. e., and sellie, l.";;"efficient learning of typical finite automata from random walks.";;"in proceedings of the 25th annual acm symposium on theory of computing,";"82 references";"acm press.";1993.;315-324.,;;;freund1993a;freund1993a
0;16366;"yoav freund.";;"data filtering and distribution modeling algorithms for machine learning.";"university of california at santa cruz,";"phd thesis,";;;1993.;;;"retrievable from: ftp.cse.ucsc.edu/pub/tr/ucsc-crl-93-37.ps.z.";;freund1993b
0;16367;"freund, y.";;"data filtering and distribution modeling algorithms for machine learning.";"university of california at santa cruz.";"phd thesis,";;;(1993).;;;;;freund1993b
0;16368;"freund, y.";;"data filtering and distribution modeling algorithms for machine learning.";"university of california at santa cruz.";"phd thesis,";;;(1993).;;;"available as technical report ucsc-crl-93-37.";;freund1993b
0;16369;"yoav freund.";;"data filtering and distribution modeling algorithms for machine learning.";"university of california at santa cruz,";"phd thesis,";;;1993.;;;"retrievable from: ftp.cse.ucsc.edu/pub/tr/ucsc-crl-93-37.ps.z.";;freund1993b
0;16370;"yoav freund, h. sebastian seung, eli shamir, and naftali tishby.";;"selective sampling using the query by committee algorithm.";;"in advances in neural information processing systems,";"cambridge, ma, 1993.";"mit press.";;;;;;freund1993c
0;16371;"y. freund, h.s seung, e. shamir, and n. tishby.";;"accelerating learning using query by committee.";;"in proceedings of the 1992 conf. on neural informations processing systems (to appear),";"san mateo, ca, 1993.";"morgan kaufmann.";;;;;;freund1993c
0;16372;"y. freund.";121(2);"boosting a weak learning algorithm by majority.";;"information and computation,";;;1995.;256-285,;;"also appeared in colt90.";september,freund1995a;freund1993c
0;16373;"y. freund.";121(2);"boosting a weak learning algorithm by majority.";;"information and computation,";;;1995.;256-285,;;"also appeared in colt90.";september,freund1995a;freund1993c
0;16374;"yoav freund.";;"boosting a weak learning algorithm by majority.";;"information and computation,";;;;;;"to appear.";;freund1995a
0;16375;"freund, y.";;"`boosting a weak learning algorithm by majority";;"information and computation 121(2),";;;(1995),;256-285.,;;;freund1995a;freund1995a
0;16376;"freund, y.";"121 (2),";"boosting a weak learning algorithm by majority.";;"information and computation,";;;(1995).;256-285.,;"also appeared in colt90.";;freund1995a;freund1995a
0;16377;"freund, y.";;"`boosting a weak learning algorithm by majority";;"information and computation 121(2),";;;(1996),;256-285.,;;;freund1995a;freund1995a
0;16378;"freund, y.";;"boosting a weak learning algorithm by majority.";;"information and computation 121(2):";;;1996.;256-285.,;;;freund1995a;freund1995a
0;16379;"freund, y.:";;"boosting a weak learning algorithm by majority.";;;;;;;;"information and compu tation 121 (1996) 256-285.";;freund1995a
0;16380;"freund, y.:";;"boosting a weak learning algorithm by majority.";;;;;;;;"information and computation 121 (1996) 256-285.";;freund1995a
0;16381;"yoav freund.";;"boosting a weak learning algorithm by majority.";;"information and computation,";;;1990.;;;"to appear. an extended abstract appeared in proceedings of the third annual workshop on computational learning theory,";;freund1995a
0;16382;"yoav freund.";121(2);"boosting a weak learning algorithm by majority.";;"information and computation,";;;1995.;256-285,;;;;freund1995a
0;16383;"yoav freund.";121(2);"boosting a weak learning algorithm by majority.";;"information and computation,";;;1995.;256-285,;;;;freund1995a
0;16384;"yoav freund.";121(2);"boosting a weak learning algorithm by majority.";;"information and computation,";;;1995.;256-285,;;;;freund1995a
0;16385;"yoav freund.";121(2);"boosting a weak learning algorithm by major ity.";;"information and computation,";;;1995.;256-285,;;;september,freund1995a;freund1995a
0;16386;"yoav freund.";121(2);"boosting a weak learning algorithm by majority.";;"information and computation,";;;1995.;256-285,;;;september,freund1995a;freund1995a
0;16387;"yoav freund.";121(2);"boosting a weak learning algorithm by majority.";;"information and computation,";;;1995.;256-285,;;;;freund1995a
0;16388;"freund, y.";;"boosting a weak learning algorithm by majority.";;"information and computation 121(2):";;;;256-285.,;;;freund1995a;freund1995a
0;16389;"y. freund and r. e. schapire.";;"a decision-theoretic generalization of on-line learning and an applicationto boosting.";;"in proceedings of the second european conference on computational learning theory,";;springer-verlag,;1995.;"pages 23-37.";;;;freund1995b
0;16390;"y. freund and r. e. schapire.";;"a decision-theoretic generalization of on-line learning and an application to boosting.";;"in proceedings of the second european conference on computational learning theory,";;springer-verlag,;1995.;"pages 23-37.";;"20 christopher merz";;freund1995b
0;16391;"yoav freund and robert e. schapire.";"eurocolt 95,";"a decision-theoretic generalization of on-line learning and an application to boosting.";;"in computational learning theory: second european conference,";;springer-verlag,;1995.;"pages 23-37.";;;;freund1995b
0;16392;"freund, y. & schapire, r. e.";;"a decision-theoretic generalization of on-line learning and an application to boosting,";;"in proceedings of the second european conference on computational learning theory";;springer-verlag,;(1995),;"pp. 23-37.";;;;freund1995b
0;16393;"freund, y. & schapire, r. e.";;"a decision-theoretic generalization of on-line learning and an application to boosting,";;"in proceedings of the second european conference on computational learning theory,";;springer-verlag,;(1995),;"pp. 23-37.";;;;freund1995b
0;16394;"freund, y. & schapire, r. e.";;"a decision-theoretic generalization of on-line learning and an application to boosting,";;"in `proceedings of the second european conference on computational learning theory";;springer-verlag,;(1995),;"pp. 23-37.";;;;freund1995b
0;16395;"freund, y. & schapire, r. e.";;"a decision-theoretic generalization of on-line learning and an application to boosting,";;"in `proceedings of the second european conference on computational learning theory";;springer-verlag,;(1995),;"pp. 23-37.";;"to appear in journal of computer and system sciences.";;freund1995b
0;16396;"freund, y. & schapire, r. e.";;"a decision-theoretic generalization of on-line learning and an application to boosting.";;"in proc. of the 2nd annual european conf. on computational learning theory.";;;(1995).;;;;;freund1995b
0;16397;"freund, y. & schapire, r. e.";;"a decision-theoretic generalization of on-line learning and an application to boosting.";;"in proceedings of the second european conference on computational learning theory,";;springer-verlag.;(1995).;"(pp. 23-37).";;;;freund1995b
0;16398;"freund, y. & schapire, r. e.";;"a decision-theoretic generalization of on-line learning and its application to boosting.";;"in proceedings of the second european conference on computational learning theory,";"barcelona, spain.";;(1995).;;;;;freund1995b
0;16399;"freund, y. & shapire, r.";;"a decision-theoretic generalization of on-line learning and an application to boosting.";;"in proceedings of the second european conference on computational learning.";;;(1995).;;;;;freund1995b
0;16400;"freund, y. and schapire, r.";;"a decision-theoretic generalization of on-line learning and an application to boosting.";;"in 2nd european conference on computational learning theory.";;;(1995).;;;;;freund1995b
0;16401;"freund, y. and schapire, r. e.";"eurocolt 95,";"a decision-theoretic generalization of on-line learning and an application to boosting.";;"in computational learning theory:";;springer-verlag.;(1995).;"pages 23-37.";;;;freund1995b
0;16402;"freund, y. and schapire, r.e.";;"a decision-theoretic generalization of on-line learning and an application to boosting.";;"in proceedings of the second european conference on computational learning theory.";"barcelona, spain.";;1995.;;;;;freund1995b
0;16403;"freund, y., & schapire, r. e.";;"a decisiontheoretic generalization of on-line learning and an application to boosting.";;"in proceedings ecml-95 san francisco,";"ca.,morgan kaufmann.";;(1995).;;;;;freund1995b
0;16404;"yoav freund and robert e. schapire.";;"a decision-theoretic generalization of on-line learning and an application to boosting.";;"in proceedings of the second european conference on computational learning theory,";;springer-verlag,;1995.;"pages 23-37.";;"a long version will appear in jcss.";;freund1995b
0;16405;"yoav freund and robert e. schapire.";;"a decisiontheoretic generalization of on-line learning and an application to boosting.";;"in proceedings of the second european conference on computational learning theory,";;springer-verlag,;1995.;"pages 23-37.";;"a long version will appear in jcss.";;freund1995b
0;16406;"yoav freund and robert e. schapire.";;"a decision-theoretic generalization of on-line learning and an application to boosting.";;"in proceedings of the second european conference on computational learning theory,";;springer-verlag,;1995.;"pages 23-37.";;"a long version will appear in jcss.";;freund1995b
0;16407;"yoav freund and robert e. schapire.";;"a decision-theoretic generalization of on-line learning and an application to boosting.";;"in proceedings of the second european conference on computational learning theory,";;;1995.;"pages 2337,";;;;freund1995b
0;16408;"yoav freund and robert e. schapire.";;"a decision-theoretic gen eralization of on-line learning and an application to boosting.";;"in second european conference on computational learning theory,";;springer-verlag,;1995.;"pages 23-37.";;;;freund1995b
0;16409;"yoav freund and robert e. schapire.";;"a decision-theoretic generalization of on-line learning and an application to boosting.";;"in second european conference on computational learning theory,";;springer-verlag,;1995.;"pages 23-37.";;;13,freund1995b;freund1995b
0;16410;"schapire, r.e., and y. freund,";;"a decision theoretic generalization of on-line learning and its application to boosting.";;"in eurocolt 95,pp.";;"springer verlag,";1995.;23-27,;;;;freund1995b
0;16411;"y. freund and r.e. schapire.";;"a decision-theoretic generalization of on-line learning and an application to boosting.";;"in eurocolt-95,";;;1995.;;;;;freund1995b
0;16412;"yoav freund and robert e. schapire.";"euro-colt 95,";"a decision-theoretic generalization of on-line learning and an application to boosting.";;"in computational learning theory: second european conference,";;springer-verlag,;1995.;"pages 23-37.";;"a draft of the journal version is available electronically (on our web pages, or by email request).";;freund1995b
0;16413;"freund, y., and schapire, r. e.";;"a decision-theoretic generalization of on-line learning and an application to boosting.";;"in proceedings of the second european conference on computational learning theory (mar. 1995),";;springer-verlag,;;"pp. 23-37. 20";;;;freund1995b
0;16414;"yoav freund and robert e. schapire.";"eurocolt 95,";"a decision-theoretic generalization of online learning and an application to boosting.";;"in computational learning theory: 7 second european conference,";;springer-verlag,;1995.;"pages 23-37.";;"a draft of the journal version is available electronically (on our web pages, or by email request).";;freund1995b
0;16415;"y. freund and r. schapire.";;"a decision-theoretic gener alization of on-line learning and an application to boosting.";;"in proceedings of the second european conference on computational learning theory,";;;1995.;"pages 2337,";;;;freund1995b
0;16416;"y. freund and r. schapire.";;"a decision-theoretic generalization of on-line learning and an application to boosting.";;"in proceedings of the second european conference on computational learning theory,";;;1995.;"pages 23-37,";;;;freund1995b
0;16417;"y. freund and r. schapire.";;"a decision-theoretic generalization of on-line learning and an application to boosting.";;"in proceedings of the second european conference on computational learning theory,";;;1995.;"pages 2337,";;;;freund1995b
0;16418;"yoav freund and robert e. schapire.";;"a decision-theoretic generalization of on-line learning and an application to boosting.";;"in eurocolt95,";;;1995.;;;;;freund1995b
0;16419;"freund, y. & schapire, r.e.";vol.;"a decision-theoretic generalization of on-line learning and an application to boosting.";;"lecture notes in artificial intelligence,";"berlin, germany:";"springer-verlag.,(1995.),904.,in vitanyi, p. (ed.),";;;freund1995c;;;freund1995b
0;16420;"freund, y., & schapire, r. e.";;"a decision-theoretic generalization of on-line learning and an application to boosting.";"at&t bell laboratories,";"tech. rep.,";"murray hill, nj.";;(1995).;;;;;freund1995d
0;16421;"y. freund and d. ron.";;"learning to model sequences generated by switching distributions.";;"proceedings of the 1995 conference on computational learning theory,";;;1995.;"pages 4150,";;;;freund1995e
0;16422;"y. freund, d. ron.";;"learning to model sequences generated by switching distributions.";;;colt,;;1995.;;;;;freund1995e
0;16423;"y. freund, d. ron.";;"learning to model sequences generated by switching distributions.";;;colt,;;1995.;;;;;freund1995e
0;16424;"y. freund and d. ron.";;"learning to model sequences generated by switching distributions.";;"in proceedings of the eighth annual acm conference on computational learning theory (colt),";;;1995.;;;;;freund1995e
0;16425;"y. freund and d. ron.";;"learning to model sequences generated by switching distributions.";;"in proceedings of the eighth annual acm conference on computational learning theory (colt),";;;1995.;"pages 41-50,";;;;freund1995e
0;16426;"freud, y., kearns, m., mansour, y. ron, d., rubinfeld, r., and shapire, r. e.";;"efficient algorithms for learning to play repeated games against computationally bounded adversaries.";;"proceedings of the 36 th annual symposium on foundations of computer science.";;;1995.;;;;;freund1995f
0;16427;"y. freund, m. kearns, y. mansour, d. ron, r. rubinfeld, and r. schapire.";;"efficient algorithms for learning to play repeated games against computationally bounded adversaries.";;"to appear in proceedings of the thirty sixth annual symposium on foundations of computer science,";;;1995.;;;;;freund1995f
0;16428;"yoav freund, michael j. kearns, yishay mansour, dana ron, ronitt rubinfeld, and robert e. schapire.";;"efficient algorithms for learning to play repeated games against computationally bounded adversaries.";;"to appear in proceedings of the thirty sixth annual symposium on foundations of computer science,";;;1995.;;;;;freund1995f
0;16429;"y. freund, m. kearns, y. mansour, d. ron, r. rubinfeld, and r. schapire.";;"efficient algorithms for learning to play repeated games against computationally bounded adversaries.";;"in proceedings of the thirty seventh annual symposium on foundations of computer science,";;;1996.;"pages 332-341,";;;;freund1995f
0;16430;"y. freund, m. kearns, y. mansour, d. ron, r. rubinfeld, and r. e. schapire.";;"efficient algorithms for learning to play repeated games against computationally bounded adversaries.";;"in proceedings of the thirty sixth annual symposium on foundations of computer science,";;;1995.;"pages 332-341,";;;;freund1995f
0;16431;"freund, y., m. kearns et al.";;"(1995) efficient algorithms for learning to play repeated games against computationally bounded adversaries.";;"focs 36.";;;;;;;;freund1995f
0;16432;"y. freund, m. kearns, y. mansour, d. ron, r. rubinfeld, and r. e. schapire.";;"efficient algorithms for learning to play repeated games against computationally bounded adversaries.";;"in ieee symposium on the foundations of computer science,";;;1995.;;;;;freund1995f
0;16433;"y. freund.";;"predicting a binary sequence almost as well as the optimal biased coin.";;"in proceedings of the 9th annual conference on computational learning theory,";;;1996.;"pages 89-98,";;;;freund1996a
0;16434;"y. freund,";;"predicting bits almost as well as the optimal biased coin,";;"in proc. 9th annual conference on computational learning theory,";"new york:";"acm press,";1996,;"pp. 89-98.";;;;freund1996a
0;16435;"y. freund,";;"predicting a binary sequence as well as the optimal biased coin,";;"proceedings of the ninth annual conference on computational learning theory,";;"acm press,";(1996).;;;;;freund1996a
0;16436;"yoav freund.";;"predicting a binary sequence almost as well as the optimal biased coin.";;"in proceedings of the ninth annual conference on computational learning theory,";;;1996.;;;;;freund1996a
0;16437;"y. freund and r. schapire.";;"game theory, on-line prediction and boosting.";;"in pro ceedings of the 9th annual conference on computational learning theory,";;;1996.;"pages 325-332,";;;;freund1996b
0;16438;"y. freund and r. schapire.";;"game theory, on-line prediction and boosting.";;"in proceedings of the 9th annual conference on computational learning theory,";;;1996.;"pages 325-332,";;;;freund1996b
0;16439;"yoav freund and robert e. schapire.";;"game theory, on-line prediction and boosting.";;"in proceedings of the ninth annual conference on computational learning theory,";;;1996.;"pages 325-332,";;;;freund1996b
0;16440;"yoav freund and robert e. schapire.";;"game theory, on-line prediction and boosting.";;"in proceedings of the ninth annual conference on computational learning theory,";;;1996.;"pages 325-332,";;;;freund1996b
0;16441;"y. freund and r.e. schapire.";;"game theory, on-line prediction and boosting.";;"in proceedings of the ninth annual conference on computational learning theory,";;;1996.;;;;;freund1996b
0;16442;"y. freund and r. schapire,";;"game theory, on-line prediction and boosting,";;"in proceedings of the 9th annual conference on computational learning theory,";;;1996.;;;;;freund1996b
0;16443;"y. freund and r. schapire.";;"game theory, on-line prediction and boosting.";;"in colt-96,";;;1996.;"pages 325332,";;;;freund1996b
0;16444;"yoav freund and robert e. schapire.";;"experiments with a new boosting algorithm.";;"in proceedings of the 13th international conference on machine learning.";;"morgan kaufmann,";1996.;;;;;freund1996c
0;16445;"yoav freund and robert e. schapire.";;"experiments with a new boosting algorithm.";;"in proceedings of the 13th international conference on machine learning.";;"morgan kaufmann,";1996.;;;;;freund1996c
0;16446;"freund y., schapire r.e.:";;"experiments with a new boosting algorithm, in saitta l.(ed.),";;"proceedings of the thirteenth international conference on machine learning,";"san francisco, ca, pp.148-156,";"morgan kauf-mann,";1996.;;;;;freund1996c
0;16447;"freund, v., & schapire, r. e.";;"experiments with a new boosting algorithm.";;"proc. of the thirteenth international conference on machine learning,";"san francisco, ca:";"morgan kaufmann,";(1996).;"pp. 148-156.";;;;freund1996c
0;16448;"freund, y. & r.e.";;"schapire (1996), experiments with a new boosting algorithm,";;"in proceedings of the thirteenth international conference on machine learning,";;"morgan kaufmann.";;"pp. 148-156,";;;;freund1996c
0;16449;"freund, y. & r.e.";;"schapire (1996), experiments with a new boosting algo rithm,";;"in proceedings of the thirteenth international conference on machine learning,";;"morgan kaufmann.";;"pp. 148-156,";;;;freund1996c
0;16450;"freund, y. & schapire, r.";;"experiments with a new boosting algorithm,";;"proc. 13th int. conf. machine learning,";;;(1996).;"pp. 148156.";;;;freund1996c
0;16451;"freund, y. & schapire, r.";;"experiments with a new boosting algorithm.";;"proc. thirteenth conf. machine learning (pp.";;;(1996).;148-156).;;;;freund1996c
0;16452;"freund, y. & schapire, r. e.";;"experiments with a new boosting algorithm,";;"`machine learning: proceedings of the thirteenth national conference";;"morgan kaufmann,";(1996),;"pp. 148-156.";"in l. saitta, ed.,";;;freund1996c
0;16453;"freund, y. & schapire, r. e.";;"experiments with a new boosting algorithm.";;"in proceedings of the 13th international conference on machine learning.";;"morgan kaufmann.";(1996).;;;;;freund1996c
0;16454;"freund, y. & schapire, r. e.";;"experiments with a new boosting algorithm.";;"in proceedings of the thirteenth international conference on machine learning,";"bari, italy.";;(1996).;;;;;freund1996c
0;16455;"freund, y. & schapire, r. e.";;"experiments with a new boosting algorithm.";;"in proceedings of the thirteenth international conference on machine learning,";"bari, italy.";"morgan kaufmann.";(1996).;"(pp. 148-156),";;;;freund1996c
0;16456;"freund, y. and r.";;"schapire (1996). experiments with a new boosting algorithm.";;"machine learning : proceedings of the thirteenth international conference.";;;;;;;;freund1996c
0;16457;"freund, y. and schapire, r.e.";;"experiments with a new boosting algorithm.";;"in proceedings of the thirteenth international conference on machine learning,";"san francisco, ca:";"morgan kaufmann.";1996b.;148-156.,;;;freund1996c;freund1996c
0;16458;"freund, y. and schapire, r.e.:";;"experiments with a new boosting algorithm.";;"proceedings of the thirteenth international conference on machine learning.";"san fran-cisco, ca:";"morgan kaufmann (1996) 148-156.";;;;;;freund1996c
0;16459;"freund, y. and schapire, r.e.:";;"experiments with a new boosting algorithm.";;"proceedings of the 13th international conference on machine learning.";;"morgan kaufmann (1996b) 148-156.";;;;;;freund1996c
0;16460;"freund, y., & schapire, r.";;"experiments with a new boosting algorithm.";;"in proceedings of the international conference in machine learning san francisco,";"ca.,morgan kaufmann.";(1996).;;;;;freund1996c;freund1996c
0;16461;"freund, y., & schapire, r.";;"experiments with a new boosting algorithm.";;"in proceedings of the international conference in machine learning,";"148-156 san francisco, ca.";"morgan kaufmann.";(1996).;pp.,;;;freund1996c;freund1996c
0;16462;"freund, y., & schapire, r. e.";;"experiments with a new boosting algorithm,";;"proceedings of the 13rd international conference of machine learning (pp.";"san francisco, ca:";"morgan kaufmann.";(1996).;149-156).;;;;freund1996c
0;16463;"freund, y., & schapire, r. e.";;"experiments with a new boosting algorithm.";;;;;(1996).;;;;;freund1996c
