left_id,left_label,right_id,right_label
244285,159740,244285,159740
244287,159742,244287,159742
244288,159743,244288,159743
244289,159744,244289,159744
244292,159748,244292,159748
244294,159750,244294,159750
244296,159752,244296,159752
244297,159753,244297,159753
244298,159754,244298,159754
244299,159755,244299,159755
244301,159759,244301,159759
244302,159760,244302,159760
244304,159762,244304,159762
244306,159764,244306,159764
244309,159767,244309,159767
244312,159771,244312,159771
244313,159772,244313,159772
244318,159777,244318,159777
24432,220239,24432,220239
244320,159780,244320,159780
244321,159781,244321,159781
244325,159785,244325,159785
244328,159788,244328,159788
244329,159789,244329,159789
244330,159791,244330,159791
244332,159793,244332,159793
244333,159794,244333,159794
244334,159795,244334,159795
244335,159796,244335,159796
244336,159797,244336,159797
244337,159798,244337,159798
244339,159800,244339,159800
244340,159802,244340,159802
244341,159803,244341,159803
244342,159804,244342,159804
244343,159805,244343,159805
244345,159807,244345,159807
244347,159809,244347,159809
244348,159810,244348,159810
244349,159811,244349,159811
244350,159813,244350,159813
244351,159814,244351,159814
244352,159815,244352,159815
244355,159818,244355,159818
244357,159820,244357,159820
244359,159822,244359,159822
244361,159825,244361,159825
244362,159826,244362,159826
244363,159827,244363,159827
244364,159828,244364,159828
244365,159829,244365,159829
244367,242812,244367,242812
244368,159832,244368,159832
244369,420360,244369,420360
244373,159837,244373,159837
244375,159839,244375,159839
244377,159841,244377,159841
244378,159842,244378,159842
244381,159846,244381,159846
244384,159849,244384,159849
244385,159850,244385,159850
244387,159852,244387,159852
244388,159853,244388,159853
244389,159854,244389,159854
244390,159856,244390,159856
244391,159857,244391,159857
244392,159858,244392,159858
244393,159859,244393,159859
244396,159862,244396,159862
244398,159864,244398,159864
244400,159868,244400,159868
244402,159870,244402,159870
244405,159873,244405,159873
244407,159875,244407,159875
244410,159879,244410,159879
244412,159881,244412,159881
244414,159883,244414,159883
244415,159884,244415,159884
244416,159885,244416,159885
244417,159886,244417,159886
244418,159887,244418,159887
244419,159888,244419,159888
244420,159890,244420,159890
244421,159891,244421,159891
244423,159893,244423,159893
244424,242844,244424,242844
244425,159895,244425,159895
244430,159901,244430,159901
244431,159902,244431,159902
244433,159904,244433,159904
244434,159905,244434,159905
244435,159906,244435,159906
244436,159907,244436,159907
244439,159910,244439,159910
244440,159912,244440,159912
244442,159914,244442,159914
244445,159917,244445,159917
244447,159919,244447,159919
244449,159921,244449,159921
244450,159923,244450,159923
244451,159924,244451,159924
244452,159925,244452,159925
244453,159926,244453,159926
244455,159928,244455,159928
244456,159929,244456,159929
244458,159931,244458,159931
244459,159932,244459,159932
244461,159935,244461,159935
244462,159936,244462,159936
244463,159937,244463,159937
244464,159938,244464,159938
244465,159939,244465,159939
244466,159940,244466,159940
244467,159941,244467,159941
244468,159942,244468,159942
244469,159943,244469,159943
244470,159945,244470,159945
244471,159946,244471,159946
244472,159947,244472,159947
244475,159950,244475,159950
244476,159951,244476,159951
244477,159952,244477,159952
244480,159956,244480,159956
244481,159957,244481,159957
244482,159958,244482,159958
244485,159961,244485,159961
244486,159962,244486,159962
244488,159964,244488,159964
244489,159965,244489,159965
244491,159968,244491,159968
244492,159969,244492,159969
244494,159971,244494,159971
244495,159972,244495,159972
244496,159973,244496,159973
244497,159974,244497,159974
244502,159981,244502,159981
244504,159983,244504,159983
244505,159984,244505,159984
244508,159987,244508,159987
244509,159988,244509,159988
244510,159990,244510,159990
244511,159991,244511,159991
244512,159992,244512,159992
244513,159993,244513,159993
244515,159995,244515,159995
244517,159997,244517,159997
244519,159999,244519,159999
244522,160003,244522,160003
244523,160004,244523,160004
244524,409218,244524,409218
244525,160005,244525,160005
244527,160007,244527,160007
244528,160008,244528,160008
244529,160009,244529,160009
244530,160011,244530,160011
244531,160012,244531,160012
244533,160014,244533,160014
244534,160015,244534,160015
244536,160017,244536,160017
244537,160018,244537,160018
244539,160020,244539,160020
244542,160024,244542,160024
244543,160025,244543,160025
244544,160026,244544,160026
244545,160027,244545,160027
244546,160028,244546,160028
244547,160029,244547,160029
244550,148956,244550,148956
244551,160033,244551,160033
244552,160034,244552,160034
244554,160036,244554,160036
244556,160038,244556,160038
244557,160039,244557,160039
244558,160040,244558,160040
244559,160041,244559,160041
244564,160047,244564,160047
244565,160048,244565,160048
244567,160050,244567,160050
244568,160051,244568,160051
244569,160052,244569,160052
244571,160055,244571,160055
244577,160061,244577,160061
244578,160062,244578,160062
244579,160063,244579,160063
244580,160065,244580,160065
244581,160066,244581,160066
244582,160067,244582,160067
244584,160069,244584,160069
244585,160070,244585,160070
244590,160076,244590,160076
244591,160077,244591,160077
244592,160078,244592,160078
244594,160080,244594,160080
244595,160081,244595,160081
244596,160082,244596,160082
244597,160083,244597,160083
244599,160085,244599,160085
244600,160088,244600,160088
244601,160089,244601,160089
244602,160090,244602,160090
244604,160092,244604,160092
244605,160093,244605,160093
244606,160094,244606,160094
244607,160095,244607,160095
244608,160096,244608,160096
244610,160099,244610,160099
244613,160102,244613,160102
244614,160103,244614,160103
244615,160104,244615,160104
244617,160106,244617,160106
244618,160107,244618,160107
244619,160108,244619,160108
244620,160110,244620,160110
244623,160113,244623,160113
244627,160117,244627,160117
244628,160118,244628,160118
244629,160119,244629,160119
244631,160122,244631,160122
244633,160124,244633,160124
244634,160125,244634,160125
244636,160127,244636,160127
244639,160130,244639,160130
244640,160132,244640,160132
244644,160136,244644,160136
244645,160137,244645,160137
244646,160138,244646,160138
244647,160139,244647,160139
244649,160141,244649,160141
244650,160143,244650,160143
244655,160148,244655,160148
244657,160150,244657,160150
244660,160154,244660,160154
244661,160155,244661,160155
244662,160156,244662,160156
244663,160157,244663,160157
244667,160161,244667,160161
244670,160165,244670,160165
244672,160167,244672,160167
244673,160168,244673,160168
244674,160169,244674,160169
244677,160172,244677,160172
244679,160174,244679,160174
244680,160176,244680,160176
244681,160177,244681,160177
244683,160179,244683,160179
244684,242970,244684,242970
244686,160182,244686,160182
244689,160185,244689,160185
244691,160188,244691,160188
244692,160189,244692,160189
244694,160191,244694,160191
244695,160192,244695,160192
244697,160194,244697,160194
244699,160196,244699,160196
244700,160199,244700,160199
244704,160203,244704,160203
244707,160206,244707,160206
244710,160210,244710,160210
244714,160214,244714,160214
244715,160215,244715,160215
244716,160216,244716,160216
244717,160217,244717,160217
244718,160218,244718,160218
244722,160223,244722,160223
244723,160224,244723,160224
244725,160226,244725,160226
244729,160230,244729,160230
244730,160232,244730,160232
244731,160233,244731,160233
244732,160234,244732,160234
244733,160235,244733,160235
244735,160237,244735,160237
244736,160238,244736,160238
244737,160239,244737,160239
244738,160240,244738,160240
244739,160241,244739,160241
244742,160245,244742,160245
244747,160250,244747,160250
244748,160251,244748,160251
244749,160252,244749,160252
244752,160256,244752,160256
244753,9325,244753,9325
244755,160258,244755,160258
244758,160261,244758,160261
244761,160265,244761,160265
244763,160267,244763,160267
244765,160269,244765,160269
244766,160270,244766,160270
244767,160271,244767,160271
244768,160272,244768,160272
244769,160273,244769,160273
244774,160279,244774,160279
244775,160280,244775,160280
244776,160281,244776,160281
244779,160284,244779,160284
244780,160286,244780,160286
244781,160287,244781,160287
244783,160289,244783,160289
244784,160290,244784,160290
244786,160292,244786,160292
244788,160294,244788,160294
244790,160297,244790,160297
244791,160298,244791,160298
244793,160300,244793,160300
244794,160301,244794,160301
244796,160303,244796,160303
244797,160304,244797,160304
244798,160305,244798,160305
244799,160306,244799,160306
244800,160309,244800,160309
244802,160311,244802,160311
244803,160312,244803,160312
244804,160313,244804,160313
244805,160314,244805,160314
244806,160315,244806,160315
244807,160316,244807,160316
244810,160320,244810,160320
244811,160321,244811,160321
244812,160322,244812,160322
244815,160325,244815,160325
244816,160326,244816,160326
244819,160329,244819,160329
244820,160331,244820,160331
244822,160333,244822,160333
244824,160335,244824,160335
244825,160336,244825,160336
244826,433627,244826,433627
244828,160338,244828,160338
244830,160341,244830,160341
244833,160344,244833,160344
244835,160346,244835,160346
244837,160348,244837,160348
244840,160352,244840,160352
244842,160354,244842,160354
244843,160355,244843,160355
244844,160356,244844,160356
244845,160357,244845,160357
244847,160359,244847,160359
244850,160363,244850,160363
244851,160364,244851,160364
244852,160365,244852,160365
244853,397342,244853,397342
244855,160367,244855,160367
244856,160368,244856,160368
244859,160371,244859,160371
244863,160376,244863,160376
244864,160377,244864,160377
244865,160378,244865,160378
244866,160379,244866,160379
244867,160380,244867,160380
244868,160381,244868,160381
244869,160382,244869,160382
244870,160384,244870,160384
244871,160385,244871,160385
244872,160386,244872,160386
244873,160387,244873,160387
244874,160388,244874,160388
244875,160389,244875,160389
244879,160393,244879,160393
244880,160395,244880,160395
244881,160396,244881,160396
244883,160398,244883,160398
244884,160399,244884,160399
244885,160400,244885,160400
244887,160402,244887,160402
244888,160403,244888,160403
244891,160407,244891,160407
244892,160408,244892,160408
244893,160409,244893,160409
244897,160413,244897,160413
244900,160418,244900,160418
244901,160419,244901,160419
244903,160421,244903,160421
244904,160422,244904,160422
244905,160423,244905,160423
244906,160424,244906,160424
244908,160426,244908,160426
244910,160429,244910,160429
244913,160432,244913,160432
244915,160434,244915,160434
244917,160436,244917,160436
244918,160437,244918,160437
244921,160441,244921,160441
244923,160443,244923,160443
244925,160445,244925,160445
244926,160446,244926,160446
244927,160447,244927,160447
244928,160448,244928,160448
244931,160452,244931,160452
244933,160454,244933,160454
244934,160455,244934,160455
244935,160456,244935,160456
244936,160457,244936,160457
244938,160459,244938,160459
244939,160460,244939,160460
244940,160462,244940,160462
244941,160463,244941,160463
244942,160464,244942,160464
244943,160465,244943,160465
244946,160468,244946,160468
244947,160469,244947,160469
244948,160470,244948,160470
244950,160473,244950,160473
244951,160474,244951,160474
244952,160475,244952,160475
244953,160476,244953,160476
244955,160478,244955,160478
244957,160480,244957,160480
244958,160481,244958,160481
244962,160486,244962,160486
244963,160487,244963,160487
244964,160488,244964,160488
244966,160490,244966,160490
244968,160492,244968,160492
244969,160493,244969,160493
244970,160495,244970,160495
244971,160496,244971,160496
244972,160497,244972,160497
244973,160498,244973,160498
244974,160499,244974,160499
244975,160500,244975,160500
244976,160501,244976,160501
244978,160503,244978,160503
244980,160506,244980,160506
244982,243118,244982,243118
244983,160509,244983,160509
244985,160511,244985,160511
244986,160512,244986,160512
244987,160513,244987,160513
244988,160514,244988,160514
244990,160517,244990,160517
244994,160521,244994,160521
244996,160523,244996,160523
244997,160524,244997,160524
244998,160525,244998,160525
245002,160532,245002,160532
245003,160533,245003,160533
245004,160534,245004,160534
245006,160536,245006,160536
245007,160537,245007,160537
245009,160539,245009,160539
245012,160543,245012,160543
245013,160544,245013,160544
245018,160549,245018,160549
245019,160550,245019,160550
245025,160557,245025,160557
245026,160558,245026,160558
245028,160560,245028,160560
245029,160561,245029,160561
245030,160563,245030,160563
245031,160564,245031,160564
245032,160565,245032,160565
245033,160566,245033,160566
245034,160567,245034,160567
245035,160568,245035,160568
245039,160572,245039,160572
245041,160575,245041,160575
245042,160576,245042,160576
245043,160577,245043,160577
245044,160578,245044,160578
245046,160580,245046,160580
245048,160582,245048,160582
245050,160585,245050,160585
245052,160587,245052,160587
245053,160588,245053,160588
245055,160590,245055,160590
245056,160591,245056,160591
245057,160592,245057,160592
245059,160594,245059,160594
245061,160597,245061,160597
245067,160603,245067,160603
245069,160605,245069,160605
245070,160607,245070,160607
245071,151641,245071,151641
245073,160609,245073,160609
245074,160610,245074,160610
245075,160611,245075,160611
245076,160612,245076,160612
245077,160613,245077,160613
245079,160615,245079,160615
245080,160617,245080,160617
245082,160619,245082,160619
245083,160620,245083,160620
245084,160621,245084,160621
245085,160622,245085,160622
245086,160623,245086,160623
245087,160624,245087,160624
245088,160625,245088,160625
245089,160626,245089,160626
245093,160631,245093,160631
245094,160632,245094,160632
245095,160633,245095,160633
245096,160634,245096,160634
245097,160635,245097,160635
245098,160636,245098,160636
245099,66061,245099,66061
245101,160640,245101,160640
245102,160641,245102,160641
245104,160643,245104,160643
245105,160644,245105,160644
245110,160650,245110,160650
245111,160651,245111,160651
245113,243187,245113,243187
245115,160655,245115,160655
245116,160656,245116,160656
245117,160657,245117,160657
245120,243192,245120,243192
245121,160662,245121,160662
245122,160663,245122,160663
245124,160665,245124,160665
245128,160669,245128,160669
245130,160672,245130,160672
245131,160673,245131,160673
245132,160674,245132,160674
245135,160677,245135,160677
245136,160678,245136,160678
245138,160680,245138,160680
245139,160681,245139,160681
245142,160685,245142,160685
245143,160686,245143,160686
245145,160688,245145,160688
245149,160692,245149,160692
245150,160694,245150,160694
245151,160695,245151,160695
245153,160697,245153,160697
245154,160698,245154,160698
245155,160699,245155,160699
245156,160700,245156,160700
245157,160701,245157,160701
245159,160703,245159,160703
245160,160705,245160,160705
245161,160706,245161,160706
245163,66496,245163,66496
245164,160708,245164,160708
245167,160711,245167,160711
245168,160712,245168,160712
245169,160713,245169,160713
245170,160715,245170,160715
245171,160716,245171,160716
245175,160720,245175,160720
245178,160723,245178,160723
245179,160724,245179,160724
245181,243223,245181,243223
245182,160728,245182,160728
245183,160729,245183,160729
245186,160732,245186,160732
245188,160734,245188,160734
245190,160737,245190,160737
245191,160738,245191,160738
245192,243229,245192,243229
245193,160740,245193,160740
245201,160750,245201,160750
245202,160751,245202,160751
245203,160752,245203,160752
245204,160753,245204,160753
245205,160754,245205,160754
245206,160755,245206,160755
245207,160756,245207,160756
245211,160761,245211,160761
245212,160762,245212,160762
245213,118831,245213,118831
245214,160763,245214,160763
245215,160764,245215,160764
245219,160768,245219,160768
245222,160772,245222,160772
245230,160781,245230,160781
245233,160784,245233,160784
245234,160785,245234,160785
245236,160787,245236,160787
245237,160788,245237,160788
245238,160789,245238,160789
245239,160790,245239,160790
245241,160793,245241,160793
245242,160794,245242,160794
245244,160796,245244,160796
245246,160798,245246,160798
245248,160800,245248,160800
245249,160801,245249,160801
245250,160803,245250,160803
245252,160805,245252,160805
245253,160806,245253,160806
245254,160807,245254,160807
245257,160810,245257,160810
245258,160811,245258,160811
245259,160812,245259,160812
245260,160814,245260,160814
245261,160815,245261,160815
245262,160816,245262,160816
245263,160817,245263,160817
245268,160822,245268,160822
245271,160826,245271,160826
245272,160827,245272,160827
245274,160829,245274,160829
245275,160830,245275,160830
245277,160832,245277,160832
245281,160837,245281,160837
245283,160839,245283,160839
245284,160840,245284,160840
245288,160844,245288,160844
245289,160845,245289,160845
245292,160849,245292,160849
245295,160852,245295,160852
245297,160854,245297,160854
245298,160855,245298,160855
245301,160860,245301,160860
245302,160861,245302,160861
245304,160863,245304,160863
245305,160864,245305,160864
245308,160867,245308,160867
245309,160868,245309,160868
245311,160871,245311,160871
245312,160872,245312,160872
245314,160874,245314,160874
245315,160875,245315,160875
245316,160876,245316,160876
245318,160878,245318,160878
245319,160879,245319,160879
245320,160881,245320,160881
245321,160882,245321,160882
245323,160884,245323,160884
245325,160886,245325,160886
245326,160887,245326,160887
245329,160890,245329,160890
245331,90613,245331,90613
245332,160893,245332,160893
245333,160894,245333,160894
245334,160895,245334,160895
245335,160896,245335,160896
245337,160898,245337,160898
245339,160900,245339,160900
245340,160902,245340,160902
245341,160903,245341,160903
245342,160904,245342,160904
245344,160906,245344,160906
245345,160907,245345,160907
245347,160909,245347,160909
245350,160913,245350,160913
245353,160916,245353,160916
245355,160918,245355,160918
245357,243320,245357,243320
245358,160921,245358,160921
245359,160922,245359,160922
245360,160924,245360,160924
245361,160925,245361,160925
245364,160928,245364,160928
245365,160929,245365,160929
245367,160931,245367,160931
245369,160933,245369,160933
245372,160937,245372,160937
245373,160938,245373,160938
245374,160939,245374,160939
245375,160940,245375,160940
245376,160941,245376,160941
245378,160943,245378,160943
245379,160944,245379,160944
245381,160947,245381,160947
245383,160949,245383,160949
245384,160950,245384,160950
245385,160951,245385,160951
245386,160952,245386,160952
245387,160953,245387,160953
245389,160955,245389,160955
245390,160957,245390,160957
245391,160958,245391,160958
245392,243335,245392,243335
245394,160961,245394,160961
245396,160963,245396,160963
245397,160964,245397,160964
245400,160969,245400,160969
245401,160970,245401,160970
245402,160971,245402,160971
245404,160973,245404,160973
245405,160974,245405,160974
245406,160975,245406,160975
245408,160977,245408,160977
245409,160978,245409,160978
245410,160980,245410,160980
245411,160981,245411,160981
245413,160983,245413,160983
245414,160984,245414,160984
245415,160985,245415,160985
245417,160987,245417,160987
245418,160988,245418,160988
245422,160993,245422,160993
245425,160996,245425,160996
245426,160997,245426,160997
245427,160998,245427,160998
245428,160999,245428,160999
245429,161000,245429,161000
245430,161002,245430,161002
245431,161003,245431,161003
245432,243352,245432,243352
245433,161005,245433,161005
245438,161010,245438,161010
245439,161011,245439,161011
245441,161014,245441,161014
245442,161015,245442,161015
245443,161016,245443,161016
245445,161018,245445,161018
245446,161019,245446,161019
245447,161020,245447,161020
245448,161021,245448,161021
245449,161022,245449,161022
245452,161026,245452,161026
245453,161027,245453,161027
245454,161028,245454,161028
245455,161029,245455,161029
245456,161030,245456,161030
245458,161032,245458,161032
245460,161035,245460,161035
245461,161036,245461,161036
245463,161038,245463,161038
245464,161039,245464,161039
245466,161041,245466,161041
245467,161042,245467,161042
245469,161044,245469,161044
245470,161046,245470,161046
245472,161048,245472,161048
245473,161049,245473,161049
245474,161050,245474,161050
245475,161051,245475,161051
245478,161054,245478,161054
245479,161055,245479,161055
245481,161058,245481,161058
245484,161061,245484,161061
245490,161068,245490,161068
245493,161071,245493,161071
245494,161072,245494,161072
245495,161073,245495,161073
245496,161074,245496,161074
245498,161076,245498,161076
245499,161077,245499,161077
245500,161080,245500,161080
245501,161081,245501,161081
245502,161082,245502,161082
245503,161083,245503,161083
245505,161085,245505,161085
245508,161088,245508,161088
245509,161089,245509,161089
245510,161091,245510,161091
245512,161093,245512,161093
245513,161094,245513,161094
245516,161097,245516,161097
245517,161098,245517,161098
245521,161103,245521,161103
245522,161104,245522,161104
245525,23219,245525,23219
245526,161107,245526,161107
245529,161110,245529,161110
245530,161112,245530,161112
245534,83396,245534,83396
245535,161116,245535,161116
245543,161125,245543,161125
245544,161126,245544,161126
245545,161127,245545,161127
245546,161128,245546,161128
245548,161130,245548,161130
245550,161133,245550,161133
245551,161134,245551,161134
245552,161135,245552,161135
245553,161136,245553,161136
245556,161139,245556,161139
245558,161141,245558,161141
245560,161144,245560,161144
245561,161145,245561,161145
245563,161147,245563,161147
245564,161148,245564,161148
245565,161149,245565,161149
245567,161151,245567,161151
245568,161152,245568,161152
245570,161155,245570,161155
245572,161157,245572,161157
245573,161158,245573,161158
245576,161161,245576,161161
245577,161162,245577,161162
245578,161163,245578,161163
245580,161166,245580,161166
245586,161172,245586,161172
245588,161174,245588,161174
245589,161175,245589,161175
245592,161179,245592,161179
245594,161181,245594,161181
245595,161182,245595,161182
245596,161183,245596,161183
245597,161184,245597,161184
245598,161185,245598,161185
245600,161189,245600,161189
245605,161194,245605,161194
245606,161195,245606,161195
245607,161196,245607,161196
245608,161197,245608,161197
245609,161198,245609,161198
245612,161202,245612,161202
245613,161203,245613,161203
245618,161208,245618,161208
245620,161211,245620,161211
245621,161212,245621,161212
245622,161213,245622,161213
245624,161215,245624,161215
245625,161216,245625,161216
245626,161217,245626,161217
245627,161218,245627,161218
245628,161219,245628,161219
245631,161223,245631,161223
245632,161224,245632,161224
245633,161225,245633,161225
245634,161226,245634,161226
245635,161227,245635,161227
245640,161233,245640,161233
245642,161235,245642,161235
245649,161242,245649,161242
245650,161244,245650,161244
245655,161249,245655,161249
245656,161250,245656,161250
245657,161251,245657,161251
245659,161253,245659,161253
245660,161255,245660,161255
245663,161258,245663,161258
245666,161261,245666,161261
245671,161267,245671,161267
245672,161268,245672,161268
245673,243486,245673,243486
245674,161270,245674,161270
245675,161271,245675,161271
245676,161272,245676,161272
245681,161278,245681,161278
245683,161280,245683,161280
245685,161282,245685,161282
245686,161283,245686,161283
245687,161284,245687,161284
245690,161288,245690,161288
245691,161289,245691,161289
245692,161290,245692,161290
245693,83227,245693,83227
245695,161292,245695,161292
245696,161293,245696,161293
245697,161294,245697,161294
245698,161295,245698,161295
245700,161299,245700,161299
245701,161300,245701,161300
245704,161303,245704,161303
245705,161304,245705,161304
245706,161305,245706,161305
245710,161310,245710,161310
245713,161313,245713,161313
245714,161314,245714,161314
245715,161315,245715,161315
245716,161316,245716,161316
245717,161317,245717,161317
245718,161318,245718,161318
245719,161319,245719,161319
245723,161324,245723,161324
245724,161325,245724,161325
245726,161327,245726,161327
245727,161328,245727,161328
245728,161329,245728,161329
245731,161333,245731,161333
245734,161336,245734,161336
245735,161337,245735,161337
245736,161338,245736,161338
245738,161340,245738,161340
245739,161341,245739,161341
245740,161343,245740,161343
245741,243517,245741,243517
245743,161346,245743,161346
245744,161347,245744,161347
245745,161348,245745,161348
245746,161349,245746,161349
245747,161350,245747,161350
245748,161351,245748,161351
245749,161352,245749,161352
245750,161354,245750,161354
245752,161356,245752,161356
245753,161357,245753,161357
245754,161358,245754,161358
245756,161360,245756,161360
245757,161361,245757,161361
245759,161363,245759,161363
245760,161365,245760,161365
245763,161368,245763,161368
245764,161369,245764,161369
245765,161370,245765,161370
245767,161372,245767,161372
245768,161373,245768,161373
245769,161374,245769,161374
245770,161376,245770,161376
245771,161377,245771,161377
245772,161378,245772,161378
245774,161380,245774,161380
245775,161381,245775,161381
245777,161383,245777,161383
245779,161385,245779,161385
245782,161389,245782,161389
245783,161390,245783,161390
245784,161391,245784,161391
245785,161392,245785,161392
245786,161393,245786,161393
245787,161394,245787,161394
245788,161395,245788,161395
245789,161396,245789,161396
245791,161399,245791,161399
245792,161400,245792,161400
245793,161401,245793,161401
245794,161402,245794,161402
245795,161403,245795,161403
245797,161405,245797,161405
245798,161406,245798,161406
245799,161407,245799,161407
245800,161410,245800,161410
245801,161411,245801,161411
245802,161412,245802,161412
245804,161414,245804,161414
245805,161415,245805,161415
245807,161417,245807,161417
245808,161418,245808,161418
245810,161421,245810,161421
245811,161422,245811,161422
245812,161423,245812,161423
245814,161425,245814,161425
245815,161426,245815,161426
245816,161427,245816,161427
245818,161429,245818,161429
245819,161430,245819,161430
245820,161432,245820,161432
245821,161433,245821,161433
245822,161434,245822,161434
245824,161436,245824,161436
245825,161437,245825,161437
245827,161439,245827,161439
245828,161440,245828,161440
245830,161443,245830,161443
245834,161447,245834,161447
245835,161448,245835,161448
245836,161449,245836,161449
245838,161451,245838,161451
245839,161452,245839,161452
245840,161454,245840,161454
245841,161455,245841,161455
245842,161456,245842,161456
245844,161458,245844,161458
245846,161460,245846,161460
245847,161461,245847,161461
245849,161463,245849,161463
245850,161465,245850,161465
245852,161467,245852,161467
245854,161469,245854,161469
245855,161470,245855,161470
245858,161473,245858,161473
245860,161476,245860,161476
245861,161477,245861,161477
245862,161478,245862,161478
245864,161480,245864,161480
245866,161482,245866,161482
245868,161484,245868,161484
245873,161490,245873,161490
245874,161491,245874,161491
245876,161493,245876,161493
245877,161494,245877,161494
245881,161499,245881,161499
245882,161500,245882,161500
245884,161502,245884,161502
245885,161503,245885,161503
245886,161504,245886,161504
245887,161505,245887,161505
245893,161512,245893,161512
245894,161513,245894,161513
245896,161515,245896,161515
245898,161517,245898,161517
245900,161521,245900,161521
245902,161523,245902,161523
245903,161524,245903,161524
245904,161525,245904,161525
245905,161526,245905,161526
245906,161527,245906,161527
245907,161528,245907,161528
245909,161530,245909,161530
245910,161532,245910,161532
245911,161533,245911,161533
245912,161534,245912,161534
245915,161537,245915,161537
245916,161538,245916,161538
245918,161540,245918,161540
245919,161541,245919,161541
245920,161543,245920,161543
245924,161547,245924,161547
245927,161550,245927,161550
245931,161555,245931,161555
245933,161557,245933,161557
245934,412576,245934,412576
245936,161559,245936,161559
245939,161562,245939,161562
245940,161564,245940,161564
245941,161565,245941,161565
245943,161567,245943,161567
245944,161568,245944,161568
245949,161573,245949,161573
245951,161576,245951,161576
245953,161578,245953,161578
245954,161579,245954,161579
245956,161581,245956,161581
245957,161582,245957,161582
245958,161583,245958,161583
245959,161584,245959,161584
245960,161586,245960,161586
245961,161587,245961,161587
245962,161588,245962,161588
245963,161589,245963,161589
245965,161591,245965,161591
245968,161594,245968,161594
245971,161598,245971,161598
245972,161599,245972,161599
245974,161601,245974,161601
245975,161602,245975,161602
245976,161603,245976,161603
245977,161604,245977,161604
245981,161609,245981,161609
245984,161612,245984,161612
245985,161613,245985,161613
245989,161617,245989,161617
245993,161622,245993,161622
245998,161627,245998,161627
245999,161628,245999,161628
246000,161632,246000,161632
246002,161634,246002,161634
246003,161635,246003,161635
246004,161636,246004,161636
246006,161638,246006,161638
246008,161640,246008,161640
246014,161647,246014,161647
246015,161648,246015,161648
246016,161649,246016,161649
246018,161651,246018,161651
246021,161655,246021,161655
246022,161656,246022,161656
246025,161659,246025,161659
246028,161662,246028,161662
246029,161663,246029,161663
246030,161665,246030,161665
246032,161667,246032,161667
246034,161669,246034,161669
246036,161671,246036,161671
246040,161676,246040,161676
246042,161678,246042,161678
246043,161679,246043,161679
246044,161680,246044,161680
246045,161681,246045,161681
246048,161684,246048,161684
246049,161685,246049,161685
246051,161688,246051,161688
246052,161689,246052,161689
246053,161690,246053,161690
246054,161691,246054,161691
246055,161692,246055,161692
246056,161693,246056,161693
246057,161694,246057,161694
246058,161695,246058,161695
246059,161696,246059,161696
246061,161699,246061,161699
246067,161705,246067,161705
246070,161709,246070,161709
246072,161711,246072,161711
246078,161717,246078,161717
246080,161720,246080,161720
246083,161723,246083,161723
246087,161727,246087,161727
246089,161729,246089,161729
246090,161731,246090,161731
246091,161732,246091,161732
246092,161733,246092,161733
246093,161734,246093,161734
246095,161736,246095,161736
246096,161737,246096,161737
246097,161738,246097,161738
246102,243700,246102,243700
246105,161748,246105,161748
246106,161749,246106,161749
246108,161751,246108,161751
246110,161754,246110,161754
246111,161755,246111,161755
246112,161756,246112,161756
246115,161759,246115,161759
246116,161760,246116,161760
246119,161763,246119,161763
246120,161765,246120,161765
246122,161767,246122,161767
246124,161769,246124,161769
246126,161771,246126,161771
246127,161772,246127,161772
246129,161774,246129,161774
246130,161776,246130,161776
246133,161779,246133,161779
246135,161781,246135,161781
246138,161784,246138,161784
246142,161789,246142,161789
246144,161791,246144,161791
246145,161792,246145,161792
246149,161796,246149,161796
246150,161798,246150,161798
246153,161801,246153,161801
246154,161802,246154,161802
246156,161804,246156,161804
246158,161806,246158,161806
246159,161807,246159,161807
246160,161809,246160,161809
246162,161811,246162,161811
246163,161812,246163,161812
246164,161813,246164,161813
246167,161816,246167,161816
246168,161817,246168,161817
246169,161818,246169,161818
246171,161821,246171,161821
246172,161822,246172,161822
246173,161823,246173,161823
246174,161824,246174,161824
246176,161826,246176,161826
246177,161827,246177,161827
246180,161831,246180,161831
246181,161832,246181,161832
246183,161834,246183,161834
246184,161835,246184,161835
246185,161836,246185,161836
246186,161837,246186,161837
246187,161838,246187,161838
246190,161842,246190,161842
246191,161843,246191,161843
246192,161844,246192,161844
246193,161845,246193,161845
246194,161846,246194,161846
246195,161847,246195,161847
246196,161848,246196,161848
246197,161849,246197,161849
246199,161851,246199,161851
2462,161852,2462,161852
246202,161856,246202,161856
246203,161857,246203,161857
246206,161860,246206,161860
246209,161863,246209,161863
246210,161865,246210,161865
246211,161866,246211,161866
246212,161867,246212,161867
246213,161868,246213,161868
246214,161869,246214,161869
246215,161870,246215,161870
246219,161874,246219,161874
246221,161877,246221,161877
246225,161881,246225,161881
246227,161883,246227,161883
246230,161887,246230,161887
246231,161888,246231,161888
246233,161890,246233,161890
246235,161892,246235,161892
246238,161895,246238,161895
246239,161896,246239,161896
246240,161898,246240,161898
246245,206554,246245,206554
246247,161905,246247,161905
246255,161914,246255,161914
246256,161915,246256,161915
246257,161916,246257,161916
246258,161917,246258,161917
246259,161918,246259,161918
246260,161920,246260,161920
246261,161921,246261,161921
246262,161922,246262,161922
246263,161923,246263,161923
