author	volume	title	institution	venue	address	publisher	year	pages	editor	note	month	class
helmbold, d. p., schapire, r. e., singer, y., and warmuth, m. k.		a comparison of new and old algorithms for a mixture estimation problem,					1996b,			machine learning to appear.		helmbold1996a
helmbold, d. p., & schapire, r. e.	27,	predicting nearly as well as the best pruning of a decision tree.		machine learning,			1997.	5168.,			helmbold1997	
d.p. helmbold and r.e. schapire.	271	predicting nearly as well as the best pruning of a decision tree.		machine learning,			1997.	5168,				helmbold1997
d.p. helmbold, r.e. schapire, y. singer, and m.k. warmuth.		a comparison of new and old algorithms for a mixture estimation problem.		machine learning,	2797119,		1997.			4 available from httpwww.sgi.com/technology/mlc/.		helmbold1997c
d. p. helmbold, r. e. schapire, y. singer, and m. k. warmuth.	271	a comparison of new and old algorithms for a mixture estimation problem.		machine learning,			1997.	97119,				helmbold1997c
d. helmbold, r. e. schapire, y. singer, and m. k. warmuth,	vol. 27,	a comparison of new and old algorithms for a mixture estimation problem,		machine learning,			1997.	pp. 97119,				helmbold1997c
d. helmbold, r. e. schapire, y. singer, and m. k. warmuth.		a comparison of new and old algorithms for a mixture estimation problem.		machine learning,			1997.			to appear.		helmbold1997c
h. kautz, m. kearns, and b. selman.		reasoning with characteristic models.		in aaai93,				pages 3439.				kautz1993
kautz, h. a., kearns, m. j., & selman.		b 1993. reasoning with characteristic models.		in proceedings of aaai1993,				3439.,			kautz1993	
kautz, h., kearns, m., and selman, b.		reasoning with characteristic models.		in proc. of the national conference on artificial intelligence 1993,			1993.	pp. 3439.				kautz1993
kautz, h., m. kearns, and b. selman.		reasoning with characteristic models.		in proceedings of the national conference on artificial intelligence,			1993.	pages 3439.				kautz1993
kautz, h., kearns, m. and selman, b.		reasoning with characteristic models.		in proceedings of the national conference on artificial intelligence,			1993.	3439.,			kautz1993	
h.a. kautz, m.j. kearns, b. selman.		reasoning with characteristic models.		proceedings of aaai,			1993.					kautz1993
kautz, henry, kearns, michael and selman,		bart 1993. reasoning with characteristic models.	at&t bell laboratories,	technical report,	murray hill, nj.							kautz1993
h. kautz, m. kearns, and b. selman,		reasoning with characteristic models,		proceedings aaai93 , washington,	dc 1993 3439.							kautz1993
h. kautz, m. kearns, and b. selman.		reasoning with characteristic models.		in proceedings of the national conference on artificial intelligence,			1993.	pages 3439,				kautz1993
h. a. kautz, m. j. kearns, and b. selman.		reasoning with characteristic models.		in proceedings of the 11th national conference on artificial intelligence,	washington, dc, july 1993.	aaai press.		pages 3439,				kautz1993
kautz, h. a., kearns, m. j., & selman.	vol. 74,	b 1995 horn approximations of empirical data.		artificial intelligence,				129145.,			kautz1995	
kautz, h., kearns, m., & selman, b.	74,	horn approximations of empirical data.		artificial intelligence,			1995.	129145.,			kautz1995	
kautz, h., kearns, m., and selman, b.	vol. 74,	horn approximations of empirical data.		artificial intelligence,			1995,	129145.,			kautz1995	
kautz, h., kearns, m., and selman, b.		horn approximations of empirical data.		artificial intelligence 74,			1995.	129145.,			kautz1995	
kautz, h., m. kearns, and b. selman.		horn approximations of empirical data.		artificial intelligence. forthcoming.			1994.					kautz1995
kautz, h., m. kearns, and b. selman.	74	horn approximations of empirical data.		artificial intelligence,			1995.	129145.,			kautz1995	
kautz, h., kearns, m. and selman, b.		horn approximations of empirical data.		artificial intelligence. forthcoming.			1994.					kautz1995
h.a. kautz, m.j. kearns, b. selman.		horn approximations of empirical data.		artificial intelligence,			1994.					kautz1995
henry a. kautz, michael j. kearns, and bart selman.	74	horn approximations of empirical data.		artificial intelligence,			1994.	129145,				kautz1995
kautz, henry a., kearns, michael j. and selman, bart ppear.		horn approximations of empirical data.		artificial intelligence.								kautz1995
henry a. kautz, michael j. kearns and bart selman,		horn approximations of empirical data,		artif. intell.						to appear.		kautz1995
h. kautz, m. kearns, and b. selman.		horn approximations of empirical data.		artificial intelligence,			1994.				forthcoming.,kautz1995	
h. kautz, m. kearns and b. selman.	74 1995, 129  145.	horn approximations of empirical data,		artificial intelligence,								kautz1995
h. kautz, m. kearns, and b. selman.	74	horn approximations of empirical data.		artificial intelligence,			1995.	129145,				kautz1995
h. kautz, m. kearns, and b. selman.	74	horn approximations of empirical data.		artificial intelligence,			1995.	129145,				kautz1995
henry kautz, michael kearns, and bart selman.	74	horn approximations of empirical data.		artificial intelligence,			1995.	129145,				kautz1995
m. kearns, m. li, l. pitt, and l. g. valiant.		on the learnability of boolean formulae.		in proceedings of the nineteenth annual acm symposium on theory of computing,	new york, new york,		1987.	pages 285295,			may	kearns1987
m. kearns, m. li, l. pitt, and l. valiant.		on the learnability of boolean formu lae.		in proceedings of the nineteenth annual acm symposium on the theory of computing,	new york, new york,		1987.	pages 285295,			may	kearns1987
m. kearns, m. li, l. pitt, and l. valiant.		on the learnability of boolean formulae.		in proceedings of the nineteenth annual acm symposium on the theory of computing,	new york, new york,		1987.	pages 285295,			may	kearns1987
kearns, m. j., li, m., pitt, l., and valiant, l.		on the learnability of boolean formulae.		in proceedings of the nineteenth annual acm symposium on theory of computing stoc87,			1987a.	pages 285295.				kearns1987
kearns, m., li, m., pitt, l., & valiant, l.		on the learnability of boolean formulae.		proceedings of the nineteenth annual acm symposium on theory of computing pp.			1987.	285295.				kearns1987
kearns, m., li, m., pitt, l., & valiant, l.g.		on the learnability of boolean formulae.		in proceedings of the nineteenth annual acm symposium on theory of computing,	new york, ny	acm press.	1987.	pp. 285295.				kearns1987
kearns, m., li, m., pitt, l., and valiant, l.		on the learnability of boolean formula.		in proceedings of the nineteenth annual acm symposium on the theory of computing pp.	new york city ny	acm press.	1987.	285295.				kearns1987
m. kearns, m. li, l. pitt, and l.		valiant 1987. on the learnability of boolean formul,		proceedings of the 19th annual acm symposium on theory of computing,	new york 1987,			285295.,			kearns1987	
m. kearns, m. li, l. pitt, and l.g. valiant,		on the learnability of boolean formulae.		proceedings of the 19th annual symposium on the theory of computation,			1987,	285295.,			kearns1987	
michael kearns, ming li, leonard pitt, and leslie valiant.		on the learnability of boolean formulae.		in proceedings of the 19th symposium on the theory of computations,	new york,		1987.	pages 285295,			may	kearns1987
m. kearns, m. li, l. pitt, and l. valiant,		on the learnability of boolean formulae.		proc. 19th acm symposium on theory of computing 1987 285295.								kearns1987
m. kearns, m. li, l. pitt, and l. valiant.		on the learnability of boolean formulae.		in proc. 19th stoc,		acm,	1987.	pages 285295.				kearns1987
michael kearns, ming li, lenny pitt and leslie g. valiant.		on the learnability of boolean formulae.		in proceedings of the 19th annual acm symposium on theory of computing,			1987.	pages 285295,				kearns1987
michael kearns, ming li, leonard pitt, and leslie valiant.		on the learnability of boolean formulae.		in proceedings of the nineteenth annual acm symposium on theory of computing,			1987.	pages 285295,			may	kearns1987
m. kearns, m. li, l. pitt, l.g. valiant.		on the learnability of boolean formulae.		proceedings of the 19th a.c.m. symposium on the theory of computing,			1987,	pp. 285295.				kearns1987
m. kearns, m. li, l. pitt, and l. g. valiant.		on the learnability of boolean formulae.		in proceedings of the nineteenth annual acm symposium on theory of computing,	new york, new york,		1987.	pages 285295,			may	kearns1987
kearns, m., li, m., pitt, l. & valiant, l. g.		on the learnability of boolean formulae.		in proceedings of the nineteenth annual acm symposium on theory of computing pp.	new york, ny	acm press.	1987.	285295.				kearns1987
kearns, m., li, m., pitt, l., and valiant, l.,		on the learnability of boolean formulae,		proc. of the 19th acm symp. theory of computing,			1987,	pp. 285295.				kearns1987
m. kearns, m. li, l. pitt, and l. g. valiant.		on the learnability of boolean formulae.		in proc. of the 19 th annual acm stoc,			1987.					kearns1987
michael kearns, ming li, leonard pitt, and leslie valiant.		on the learnability of boolean formulae.		in proceedings of the nineteenth annual acm symposium on theory of computing,			1987.	pages 285295,			may	kearns1987
m. j. kearns, m. li, l. pitt, and l. valiant,		on the learnability of boolean formula,		in proceedings, 19th acm symposium on theory of computing,			1987,	pp. 285295.				kearns1987
m. kearns, m. li, l. pitt, and l. valiant.		on the learnability of boolean formulae.		in proc. 19th acm symposium on theory of computing,		acm press,	1987.	pages 285295.				kearns1987
m. kearns, m. li, l. pitt, and l.g. valiant.		on the learnability of boolean formulae.		proceedings of the 19th annual symposium on the theory of computation,			1987.	pages 285295,				kearns1987
m. kearns, m. li, l. pitt, l.g. valiant.		on the learnability of boolean formulae.		proceedings of the 19th a.c.m. symposium on the theory of computing,			1987,	pp. 285295.				kearns1987
michael kearns, ming li, leonard pitt, and leslie valiant.		on the learnability of boolean formulae.		in proceedings of the nineteenth annual acm symposium on theory of computing,	new york, new york,		1987.	pages 285295,			may	kearns1987
m. kearns, m. li, l. pitt, and l. valiant.		on the learnability of boolean formulae.		in proc. 19th annu. acm sympos. theory comput.,	new york, ny,	acm press,	1987.	pages 285294.				kearns1987
michael kearns, ming li, leonard pitt, and leslie valiant.		on the learnability of boolean formulae.		in proceedings of the nineteenth annual acm symposium on theory of computing,	new york, new york,		1987.	pages 285295,			may	kearns1987
m. kearns, m. li, l. pitt, and l. valiant,		on the learnability of boolean formulae,		in proc. 19 th acm symposium on theory of computing,		acm,	1987.	pages 285295.				kearns1987
kearns, m., m. li, l. pitt, l. valiant,		on the learnability of boolean formulae		19th acm symposium on the theory of computing,	new york, ny,		1987,	pp. 285295.				kearns1987
m. kearns, m. li, l. pitt, and l. g. valiant.		on the learnability of boolean formulae.		in stoc87,			1987.	pages 285295,				kearns1987
m. kearns, m. li, l. pitt, and l. valiant.		on the learnability of boolean formulae.		in proc. 19th annu. acm sympos. theory comput.,	new york, ny,	acm press,	1987.	pages 285294.				kearns1987
m. kearns, m. li, l. pitt, and l. valiant.		on the learnability of boolean formulae.		in proceedings of the nineteenth annual acm symposium on theory of computing,		acm press,	1987,	pp. 285295.				kearns1987
m. kearns, m. li, l. pitt, and l. valiant.		on the learnability of boolean formulae.		in stoc87, p.			1987.	285295,				kearns1987
michael kearns, ming li, leonard pitt, and leslie valiant.		on the learnability of boolean formulae.		in proceedings of the nineteenth annual acm symposium on theory of computing,	new york, new york,		1987.	pages 285295,			may	kearns1987
michael kearns, ming li, leonard pitt, and leslie valiant.		on the learnability of boolean formulae.		in proceedings of the 19th symposium on the theory of computations,	new york,		1987.	pages 285295,			may	kearns1987
m. kearns, m. li, l. pitt, l.g. valiant.		on the learnability of boolean formulae.		proceedings of the 19th a.c.m. symposium on the theory of computing,			1987,	pp. 285295.				kearns1987
kearns, m., m. li, l. pitt and l. valiant,		on the learnability of boolean formula,		proceedings of the 19th annual acm symposium on theory of computing,			1987.	pp. 28595,				kearns1987
kearns, m. j., li, m., pitt, l., and valiant, l.		recent results on boolean concept learning.		in proceedings of the fourth international conference on machine learning ml87,			1987b.	pages 337352.				kearns1987b
kearns, m., li, m., pitt, l., & valiant, l. g.		recent results on boolean concept learning.		proceedings of the fourth international workshop on machine learning pp.	irvine, ca	morgan kaufmann.	1987.	337352.				kearns1987b
kearns, m., li, m., pitt, l., & valiant, l. g.		recent results on boolean concept learning.		proceedings of the fourth international workshop on machine learning pp.	irvine, ca	morgan kaufmann.	1987.	337352.				kearns1987b
m. kearns, m. li, l. pitt, and l. valiant.		recent results on boolean concept learning.		proceedings of the fourth international workshop on machine learning,	los altos california.	published by morgan kaufmann,		pages 337352,	in p. langley, editor,			kearns1987b
michael kearns, ming li, leonard pitt, and leslie valiant.		recent results on boolean concept learning.	university of california, irvine,	in proceedings of the fourth international workshop on machine learning,			1987.	pages 337352,			june,kearns1987b	
m. kearns, m. li, l. pitt, l.g. valiant.		recent results on boolean concept learning.		proceedings of the 4th international workshop on machine learning,		morgan kaufmann publishers,	1987,	pp. 337352.				kearns1987b
kearns, m. j. and li, m.		learning in the presence of malicious errors.		in proceedings stoc88.			1988.					kearns1988
kearns, m. j. and li, m.		learning in the presence of malicious errors.		in proceedings of the twentieth annual acm symposium on theory of computing stoc88,			1988.	pages 267280.				kearns1988
kearns, m. and li, m.		learning in the presence of malicious errors.		in proceedings of the twentieth annual acm symposium on theory of computing chicago,	illinois,		1988,	pp. 267280.			may	kearns1988
m. kearns and m.		learning in the presence of malicious errors,		proceedings of the 20th annual acm symposium on theory of computing, chicago 1988,			1988.	267280.,		li,kearns1988		
m. kearns and m. li,		learning in the presence of malicious errors.		proceedings of the 20th acm symposium on the theory of computation,			1988.	pages 267279.				kearns1988
m. kearns and m. li.		learning in the presence of malicious errors.		in proc. 20th annu. acm sympos. theory comput.,	new york, ny,	acm press,	1988.	pages 267280.				kearns1988
m. kearns, m. li,		learning in the presence of malicious errors,								stoc 1988		kearns1988
m. kearns, m. li.		learning in the presence of malicious errors.		proceedings of the 20th a.c.m. symposium on the theory of computing,			1988,	pp. 267280.				kearns1988
m. kearns, and m. li,		learning in the presence of malicious errors,		in proceedings of the 20th annual acm symposium on the theory of computation,	chicago, illinois	 1988	 267279.					kearns1988
michael kearns and ming li.		learning in the presence of malicious errors.		in proceedings of the 20 th annual acm symposium on theory of computing,	chicago, illinois,		1988.				may	kearns1988
michael kearns and ming li.		learning in the presence of malicious errors.		in proceedings of the twentieth annual acm symposium on theory of computing,			1988.	pages 267280,			may	kearns1988
michael kearns and ming li.		learning in the presence of malicious errors.		in proceedings of the twentieth annual acm symposium on theory of computing,	chicago, illinois,		1988.				may	kearns1988
michael kearns and ming li.		learning in the presence of malicious errors.		in proceedings of the twentieth annual acm symposium on theory of computing,			1988.	pages 267280,		to appear, siam journal on computing.	may	kearns1988
michael kearns and ming li.		learning in the presence of malicious errors.		in proceedings of the twentieth annual acm symposium on theory of computing,	chicago, illinois,		1988.	pages 267280,			may	kearns1988
michael kearns and ming li.		learning in the presence of malicious errors.		in proceedings of the twentieth annual acm symposium on theory of computing,			1988.				168,kearns1988	
michael kearns and ming li.		learning in the presence of malicious errors.		in proceedings of the twentieth annual acm symposium on theory of computing,			1988.				33,kearns1988	
michael kearns and ming li.		learning in the presence of malicious errors.		in proceedings of the twentieth annual acm symposium on theory of computing,			1988.					kearns1988
michael kearns and ming li.		learning in the presence of malicious errors.		in proceedings of the twentieth annual acm symposium on theory of computing,	chicago, illinois,		1988.				may	kearns1988
kearns, m., m. li,		learning in the presence of malicious errors		20th acm symposium on the theory of computing,	chicago, il,		1988,	pp. 267280.				kearns1988
m. kearns and m. li.		learning in the presence of malicious errors.		in proc. 20th annu. acm sympos. theory comput.,	new york, ny,	acm press,	1988.	pages 267280.				kearns1988
m. kearns and m. li.		learning in the presence of malicious errors.		proceedings of the 20th acm symposium on the theory of computation,			1988.	pages 267279,			15	kearns1988
michael kearns and ming li.		learning in the presence of malicious errors.		in proceedings of the 20 th annual acm symposium on theory of computing,	chicago, illinois,		1988.				may	kearns1988
michael kearns and ming li.		learning in the presence of malicious errors.		in proceedings of the twentieth annual acm symposium on theory of computing,	chicago, illinois,		1988.				may	kearns1988
michael kearns and ming li.		learning in the presence of malicious errors.		in proceedings of the twentieth annual acm symposium on theory of computing,	chicago, illinois,		1988.	pages 267280,			may	kearns1988
michael kearns.		thoughts on hypothesis boosting.		unpublished,			1988.				december	kearns1988b
kearns, m., l.g. valiant,	learning boolean formulae or finite automata is as hard as factoring		aiken computation laboratory, harvard university,	technical report tr1488,			1988.					kearns1988b
m. kearns and l.g. valiant.		learning boolean formulae or finite automata is as hard as factoring.	harvard university aiken computation laboratory,	technical report tr1488,	cambridge, ma,		1988.					kearns1988b
michael kearns and leslie g. valiant.		learning boolean formulae or finite au tomata is as hard as factoring.	harvard university aiken computation laboratory,	technical report tr 1488,			1988.					kearns1988b
m. kearns and l.g. valiant.		learning boolean formulae or finite automata is as hard as factoring.	harvard university aiken computation laboratory,	technical report tr1488,	cambridge, ma,		1988.					kearns1988b
m. kearns and l. g. valiant.		cryptographic limitations on learning boolean formulae and finite automata.		in proceedings of the 21 st annual acm symposium on theory of computing,	new york,		1989.	pages 433444,				kearns1989
m. kearns and l. valiant.		1989 cryptographic limitations on learning boolean formulae and finite automata.				stoc89.,					kearns1989	
kearns, m. & valiant, l.		cryptographic limitations on learning boolean for mulae and finite automata.		in proceedings of the 21st annual acm symposium on theory of computing.		acm press.	1989.					kearns1989
kearns, m. j. and valiant, l. g.		cryptographic limitations on learning boolean formulae and finite automata.		in proceedings of the twenty first annual acm symposium on theory of computing stoc89,			1989.	pages 433444.				kearns1989
kearns, m. and valiant, l. g.,		cryptographic limitations on learning boolean formulae and finite automata,		in proceedings of 21 st annual acm symposium on theory of computing,		assoc. comput. mach.,	1989.					kearns1989
kearns, m., & valiant, l.		cryptographic limitations on learning boolean formulae and finite automata.		in proceedings of the twentyfirst annual acm symposium on theory of computing,	seattle, wa	acm press.	1989.	pp. 433444.				kearns1989
kearns, m., & valiant, l. g.		cryptographic limitations on learning boolean formulae and finite automata.		pages 433444 of proceedings of the 21 st annual acm symposium on theory of computing. acm,	new york.		1989.				may	kearns1989
kearns, m., and valiant, l. g.		cryptographic limitations on learning boolean formulae and finite automata.		in proceedings of the 21 st annual acm symposium on theory of computing,	new york	acm.	1989.	433444.,			kearns1989	
m. kearns and l. valiant.		1989 cryptographic limitations on learning boolean formulae and finite automata.				stoc89.,					kearns1989	
m. kearns and l. valiant.		cryptographic limitations on learning boolean formulae and finite automata.		in proceedings of the 21 st annual acm symposium on theory of computing,			1989.					kearns1989
kearns, m., and valiant, l.,		cryptographic limitations on learning boolean formulae and finite automata		in proc. 21st ann. acm symp. on theory of computing	 1989	 433444.						kearns1989
m. kearns and l. valiant,		cryptographic limitations on learning boolean formulae and finite automata.		proc. 21st acm symposium on theory of computing 1989 433444.								kearns1989
m. kearns, l. valiant,		cryptographic limitations on learning boolean formulae and finite automata,								stoc 1989.		kearns1989
michael kearns and leslie valiant.		cryptographic limitations on learning boolean formulae and finite automata.		in proceedings of the twenty first annual acm symposium on theory of computing,			1989.	pages 433444,		to appear in jacm.	may	kearns1989
m. kearns and l. valiant.		cryptographic limitations on learning boolean formulae and finite automata.		in proc. 21st stoc,		acm.	1989.	pages 433444.				kearns1989
michael kearns and leslie g. valiant.		cryptographic limitations on learning boolean formulae and finite automata.		in proceedings of the twenty first annual acm symposium on theory of computing,			1989.	pages 433444,			may	kearns1989
michael kearns and leslie g. valiant.		cryptographic limitations on learning boolean formulae and finite automata.		in proceedings of the twenty first annual acm symposium on theory of computing,			1989.	pages 433444,		to appear, journal of the association for computing machinery.	may	kearns1989
kearns, m. & valiant, l. g.		cryptographic limitations on learning boolean formulae and finite automata.		in proceedings of the twenty first annual acm symposium on theory of computing pp.	seattle, wa	acm press.	1989.	433444.				kearns1989
michael kearns and leslie g. valiant.		cryptographic limitations on learning boolean formulae and finite automata.		in proceedings of the twenty first annual acm symposium on theory of computing,			1989.	pages 433444,			may	kearns1989
michael kearns and leslie g. valiant.		cryptographic limitations on learning boolean formulae and finite automata.		in proceedings of the twenty first annual acm symposium on theory of computing,			1989.	pages 433444,		to appear, journal of the association for computing machinery.	may	kearns1989
m. kearns and l. valiant.		cryptographic limitations on learning boolean formulae and finite automata.		in proceedings of the 21st acm symposium on theory of computing,		acm,	1989.	pages 433444.				kearns1989
m. kearns and l. valiant.		cryptographic limitations on learning boolean formulae and finite automata.		in proc. 21st acm symposium on theory of computing,		acm press,	1989.	pages 433444.				kearns1989
michael kearns and leslie g. valiant.		cryptographic limitations on learning boolean formulae and finite automata.		in proceedings of the twenty first annual acm symposium on theory of computing,			1989.	pages 433444,		to appear, journal of the association for computing machinery.	may	kearns1989
michael kearns and leslie valiant.		cryptographic limitations on learning boolean formulae and finite automata.		in proceedings of the twentyfirst annual acm symposium on theory of computing,			1989.	pages 433444,			may	kearns1989
michael kearns and leslie valiant.		cryptographic limitations on learning boolean formulae and finite automata.		in proceedings of the twenty first annual acm symposium on theory of computing,			1989.	pages 433444,		to appear in jacm.	may	kearns1989
m. kearns and l. g. valiant.		cryptographic limitations on learning boolean formulae and finite automata.		in proceedings of the 21 st annual acm symposium on theory of computing,	new york 1989.	acm.		pages 433444,				kearns1989
m. j. kearns and l. g. valiant.		cryptographic limitations on learning boolean formulae and finite automata.	association for computing machinery,	in proceedings of the twenty first annual acm symposium on theory of computing,			1989.	pages 433444.				kearns1989
michael kearns and leslie g. valiant.		cryptographic limitations on learning boolean formulae and finite automata.		in proceedings of the twenty first annual acm symposium on theory of computing,			1989.	pages 433444,		to appear, journal of the association for computing machinery.	may	kearns1989
kearns, m., and l. valiant,		cryptographic limitations on learning boolean formulae and finite automata.		proc. 21st stpc,			1989.	433444,				kearns1989
kearns, m., valiant, l.g.,		cryptographic limitations on learning boolean formulae and finite automata,		proc. 21 st acm stoc 1989,				pp. 433444.				kearns1989
m. kearns and l. valiant,		cryptographic limitations on learning boolean formulae and finite automata,		in proc 21 st acm symposium on theory of computing,		acm,	1989.	pages 433444.				kearns1989
m. j. kearns and l. g. valiant.		cryptographic limitations on learning boolean formulae and fi nite automata.		in proceedings stoc89,			1989.	pages 433444,				kearns1989
m. j. kearns and l. g. valiant.		cryptographic limitations on learning boolean formulae and finite automata.		in proceedings stoc89,			1989.	pages 433444,				kearns1989
m. kearns and l. g. valiant.		criptographic limitations on learning boolean formulae and finite automata.		in proceedings of the 21th acm symposium on theory and computing,			1989.	pages 433444,				kearns1989
m. kearns and l. g. valiant.		cryptographic limitations on learning boolean formulae and finite automata.		in proceedings of the 21st annual acm symposium on theory of computing,	new york,		1989.	pages 433444,		acm. to appear in journal of the acm.	may	kearns1989
m. kearns and l. g. valiant.		cryptographic limitations on learning boolean formulae and finite automata.		in acm symposium on the theory of computing,			1989.	pages 433444,				kearns1989
m. kearns and l. g. valiant.		cryptographic limitations on learning boolean formulae and finite automata.		in proceedings of the 21 st annual acm symposium on theory of computing,			1989.	pages 433444,				kearns1989
m. kearns, l.g. valiant.		cryptographic limitations on learning boolean formulae and finite automata.		34 proceedings of the 21st a.c.m. symposium on the theory of computing,			1989,	pp. 433444.				kearns1989
michael kearns and leslie valient.		cryptographic limitations on learning boolean formulae and finite automata.		in proceedings of the twentyfirst annual acm symposium on theory of computing,	seattle,washington,		1989.	pages 433444,			may	kearns1989
m. kearns and l. valiant.		cryptographic limitations on learning boolean formulae and finite automata.		in 21st acm symposium on theory of computing,	seattle, wa,		1989.	pages 433444,				kearns1989
m. kearns and l. pitt.		a polynomialtime algorithm for learning kvariable pattern languages from examples.		in proceedings of the second annual workshop on computational learning theory,	santa cruz, california,		1989.	pages 5771,			july	kearns1989a
m. kearns, l. pitt.		a polynomialtime algorithm for learning kvariable pattern languages from examples.		proceedings of the 1989 workshop on computational learning theory,		morgan kaufmann publishers,	1989,	pp. 5771. 33				kearns1989a
m. kearns, l. pitt.		a polynomialtime algorithm for learning kvariable pattern languages from examples.		proceedings of the 1989 workshop on computational learning theory,		morgan kaufmann publishers,	1989,	pp. 5771.				kearns1989a
michael j. kearns.		the computational complexity of machine learning.			cam bridge, massachusetts,	mit press,	1990.					kearns1990
michael j. kearns.		the computational complexity of machine learning.			cambridge, massachusetts,	mit press,	1990.					kearns1990
m. kearns.		the computational complexity of machine learning.				mit press.	1990.					kearns1990
kearns, m. j.		the computational complexity of machine learning,			cambridge, massachusetts, usa.	mit press,	1990.					kearns1990
michael j. kearns.		the computational complexity of machine learning.			boston, ma,	mit press,	1990.					kearns1990
kearns, m.		the computational complexity of machine learning.				the mit press.	1990.					kearns1990
michael kearns.		the computational complexity of machine learning.				mit press,	1990.					kearns1990
michael kearns.		the computational complexity of machine learning.				mit press,	1990.					kearns1990
michael kearns.		the computational complexity of machine learning.				mit press,	1990.					kearns1990
michael kearns.		the computational complexity of machine learning.				mit press,	1990.					kearns1990
m. kearns.		the computational complexity of machine learning.	harvard university,	phd thesis,			1989.			to be published by mit press in the acm distinguished dissertation series.		kearns1990
kearns, m.		the computational complexity of machine learning.				the mit press.	1990.					kearns1990
michael j. kearns.		the computational complexity of machine learning.			cambridge, massachusetts,	mit press,	1990.					kearns1990
kearns, m.		the computational complexity of machine learning.			cambridge, ma	mit press.	1990.,				kearns1990	
michael j. kearns.		the computational complexity of machine learning.			cambridge, ma,	mit press,	1990.					kearns1990
m. j. kearns.		the computational complexity of machine learning.		acm distinguished dissertation series.	cambridge, ma.,	the mit press,	1989.					kearns1990
kearns, m.		the computational complexity of machine learning.				the mit press.	1990.					kearns1990
m.j. kearns.		the computational complexity of machine learning.			cambridge, ma 1990.	mit press,						kearns1990
m. kearns.		the computational complexity of machine learning.	harvard university,	doctoral dissertation,			1989.			to be published by mit press.		kearns1990
michael kearns.		the computational complexity of machine learning.	harvard university center for research in computing technology,	phd thesis,			1989.				may	kearns1990
michael j. kearns,		the computational complexity of machine learning,			boston, ma,	mit press,	1990.					kearns1990
kearns m. j.		the computational complexity of machine learning,				mit press,	1989,				kearns1990	
j. p. kearns and j. e. payne.		performance evaluation of protocols for distributed systems an alternative to message counting.		in proceedings of the winter simulation conference,			1990.	pages 441445,				kearns1990b
m. kearns and r. schapire.		1990 efficient distributionfree learning of probabilistic concepts.		proceedings of the 31st annual symposium on foundations of computer science pp.				382391.		to appear in jcss.		kearns1990c
kearns, m. & schapire, r.		efficient distributionfree learning of probabilistic concepts.		proceedings of the 31st annual symposium on the foundations of computer science pp.		ieee computer society press.	1990.	382391.				kearns1990c
kearns, m. j. & schapire, r. e.		efficient distributionfree learning of probabilistic concepts.		31st annual symposium on foundations of computer science pp.			1990.	382391.		to appear, journal of computer and system sciences.		kearns1990c
kearns, m. j. and r. e. schapire.	volume i,	efficient distributionfree learning of probabilistic concepts.		in proceedings of the thirtyfirst annual symposium on foundations of computer science,		ieee.	1990.	pages 382391.				kearns1990c
kearns, m. j. and schapire, r. e.		efficient distributionfree learning of probabilistic concepts.		in proceedings focs90.			1990.					kearns1990c
m. j. kearns and r. e. schapire.		efficient distributionfree learning of probabilistic concepts.		in proc. of the 31st symposium on the foundations of comp. sci.,	ca,	ieee computer society press, los alamitos,	1990.	pages 382391.				kearns1990c
m. j. kearns and r. e. schapire.		efficient distributionfree learning of probabilistic concepts.		in 31st annual symposium on foundations of computer science,			1990.	pages 382391,				kearns1990c
m. j. kearns and r. e. schapire.		efficient distributionfree learning of probabilistic concepts.		in proc. of the 31st symposium on the foundations of comp. sci.,	ca,	ieee computer society press, los alamitos,	1990.	pages 382391.				kearns1990c
m. j. kearns and r. e. schapire,		efficient distributionfree learning of probabilistic concepts,		proceedings of the 31st annual ieee symposium on foundations of computer science october 1990,				382391.,			kearns1990c	
michael j. kearns and robert e. schapire.		efficient distributionfree learning of probabilistic concepts.		in 31st annual symposium on foundations of computer science,			1990.	pages 382391,		to appear, journal of computer and system sciences.	october	kearns1990c
m. j. kearns and r. e. schapire.		efficient distributionfree learning of probabilistic concepts.		in proc. of the 31st symposium on the foundations of comp. sci.,	ca,	ieee computer society press, los alamitos,	1990.	pages 382391.				kearns1990c
michael j. kearns and robert e. schapire.		efficient distributionfree learning of probabilistic concepts.		in 31st annual symposium on foundations of computer science,			1990.	pages 382391,				kearns1990c
michael j. kearns and robert e. schapire.	volume i,	efficient distributionfree learning of probablistic concepts.		in proceedings of the thirtyfirst annual symposium on foundations of computer science,		ieee,	1990.	pages 382391.				kearns1990c
m. j. kearns and r. e. schapire.		efficient distributionfree learning of probabilistic concepts.		in 31st annual symposium on foundations of computer science,			1990.	pages 382391,		to appear, journal of computer and system sciences.	october	kearns1990c
m. j. kearns and r. e. schapire.		efficient distributionfree learning of probabilistic concepts.		in proc. of the 31st symposium on the foundations of comp. sci.,	ca,	ieee computer society press, los alamitos,	1990.	pages 382391.				kearns1990c
m. j. kearns and r. e. shapire.		efficient distributionfree learning of probabilistic concepts.		in focs90,			1990.					kearns1990c
m. kearns and r. schapire.		efficient distributionfree learning of probabilistic concepts.		in ieee symposium on the foundations of computer science,			1990.					kearns1990c
m. kearns and r. shapire.		efficient distributionfree learning of probabilistic concepts.		in focs90,			1990.					kearns1990c
