org.cud2v.graphcluster.cluster;id;author;volume;title;institution;venue;address;publisher;year;pages;editor;note;month;class
0;18640;" SE Fahlman ";;" An empirical study of learning speed in backpropagation networks ";;;;;" 1988 ";;;;" June ";"fahlman1988b  "
0;18641;" Fahlman SE ";;" An empirical study of learning speed in backpropagation networks ";" Carnegie Mellon University ";;" Pittsburgh PA ";;1988;;;;;"fahlman1988b  "
0;18642;" S Fahlman ";;" ""An Empirical Study of Learning Speed in BackPropagation Networks"" ";;;;;" 1988 ";;;;" June ";"fahlman1988b  "
0;18643;" S E Fahlman ";;" ""An Empirical Study of Learning Speed in Backpropagation Networks"" ";" CarnegieMellon Computer Science Rpt";;;;1988;;;;;"fahlman1988b  "
0;18644;" Fahlman SE ";;" ""An empirical study of learning speed in backpropagation networks"" ";" CarnegieMellon University ";;" Pittsburgh PA ";;1988;;;;;"fahlman1988b  "
0;18645;" S E Fahlman ";;" An empirical study of learning speed in backpropagation networks ";" CarnegieMellon University ";;" Pittsburgh PA ";;1988;;;;;"fahlman1988b  "
0;18646;" Scott E Fahlman ";;" An empirical study of learning speed in backpropagation networks ";" School of Computer Science Carnegie Mellon University ";;" Pittsburgh PA ";;" 1988 ";;;;" September ";"fahlman1988b  "
0;18647;" S E Fahlman ";;" of Learning Speed in BackPropagation Networks ";;;;;1988;;;;;"fahlman1988b  "
0;18648;" Fahlman Scott E ";;" ""An Empirical Study of Learning Speed in BackPropagation Networks"" ";" Computer Science Department Carnegie Mellon University ";;" Pittsburgh PA ";;1988;;;;;"fahlman1988b  "
0;18649;" Fahlman Scott E ";;" ""An Empirical Study of Learnin g Speed in BackPropagation Networks""Technical Report CMUCS88162 ";" Carnegie Mellon University Computer Science Department";;"Pittsburgh PA ";;1988;;;;;"fahlman1988b  "
0;18650;" Scott Fahlman ";;" ""An Empirical Study of Learning Speed in BackPropagation Networks"" ";" Department of Computer Science Carnegie Mellon University ";;;;" 1988 ";;;;" June ";"fahlman1988b  "
0;18651;" Scott Fahlman ";;" ""An Empirical Study of Learning Speed in BackPropagation Networks"" ";" Department of Computer Science Carnegie Mellon University ";;;;" 1988 ";;;;" June ";"fahlman1988b  "
0;18652;" Scott Fahlman ";;" ""An Empirical Study of Learning Speed in BackPropagation Networks"" ";" Department of Computer Science Carnegie Mellon University ";;;;" 1988 ";;;;" June ";"fahlman1988b  "
0;18653;" Fahlman SE and Lebiere C ";;" The CascadeCorrelation Learning Architecture ";;;"Pittsburgh PA";;1991;;;;;"fahlman1990a 5 "
0;18654;" SE Fahlman and C Lebiere ";;" The CascadeCorrelation Learning Architecture ";" CarnegieMellon University ";;" Pittsburgh PA";;1991;;;;;"fahlman1990a 5 "
0;18655;" SE Fahlman and C Lebiere ";;" The CascadeCorrelation Learning Architecture ";"CarnegieMellon University ";;" Pittsburgh PA ";;1991;;;;;"fahlman1990a 5 "
0;18656;" Fahlman S E & Lebiere C ";;" The CascadeCorrelation learning architec ture ";" School of Computer Science Carnegie Mellon University ";;" Pittsburgh PA 15213 ";;1990;;;;;"fahlman1990a "
0;18657;" Fahlman S E & Lebiere C ";;" The CascadeCorrelation learning architecture ";" School of Computer Science Carnegie Mellon University ";;" Pittsburgh PA 15213 ";;1990;;;;;"fahlman1990a "
0;18658;" Fahlman S E and LebiereC ";;" The cascadecorrelation learning architecture ";" CarnegieMellon Universtity ";;;;;;;;;"fahlman1990a "
0;18659;" Fahlman S E and Lebiere C ";;" The CascadeCorrelation learning architecture ";" School of Computer Science Carnegie Mellon University ";;" Pittsburgh PA 15213 ";;1990;;;;;"fahlman1990a "
0;18660;" Fahlman S E and Lebiere C ";;" The CascadeCorrelation learning architecture ";" School of Computer Science Carnegie Mellon University ";;" Pittsburgh PA ";;1990;;;;;"fahlman1990a "
0;18661;" Fahlman S E and Lebiere C ";;" The Cascadecorrelation Learning Architecture ";" School of Computer Science CarnegieMellon University ";;" Pittsburgh PA ";;1990;;;;;"fahlman1990a "
0;18662;" Fahlman S E and Lebiere C ";;" The Cascadecorrelation Learning Architecture ";" School of Computer Science CarnegieMellon University ";;" Pittsburgh PA ";;1990;;;;;"fahlman1990a "
0;18663;" Fahlman S E & Lebiere C ";;" Cascadecorrelation learning architecture  ";"Carnegie Mellon University Computer Science Department ";;"Pittsburgh PA ";;1989;;;;;"fahlman1990a "
0;18664;" Fahlman S E & Lebiere C ";;" Cascadecorrelation learning architecture  ";" Carnegie Mellon University Computer Science Department ";;"Pittsburgh PA";;1989;;;;;"fahlman1990a "
0;18665;" Fahlman S E & Lebiere C ";;" Cascadecorrelation learning architecture  ";" Carnegie Mellon University Computer Science Department ";;"Pittsburgh PA";;1989;;;;;"fahlman1990a "
0;18666;" Fahlman S and Lebiere C ";;" The cascadecorrelation learning architecture ";" Carnegie Mellon University";;" Pittsburgh ";;1990;;;;;"fahlman1990a "
0;18667;" Fahlman S and Lebiere C ";;" The cascadecorrelation learning architecture ";" Carnegie Mellon University";;" Pittsburgh ";;1990;;;;;"fahlman1990a "
0;18668;" S E Fahlman and C Lebiere ";;" The cascadecorrelation learning architecture ";" School of Computer Science CarnegieMellon University";;" PittsburghPA ";;1990;;;;;"fahlman1990a  "
0;18669;" Fahlman S E Lebiere C ";;" The cascadecorrelation learning architecture ";" Carnegie Mellon University ";;;;1990;;;;;"fahlman1990a  "
0;18670;" Fahlman S and Lebiere C ";;" The CascadeCorrelation Learning Architecture ";" School of Computer Science CarnegieMellon University ";;" Pittsburgh PA 15213 ";;1990;;;;;"fahlman1990a  "
0;18671;" S E Fahlman and C Lebiere ";;" The CascadeCorrelation learning architecture ";"School of Computer Science Carnegie Mellon University ";;" Pittsburgh PA 15213 ";;1990;;;;;"fahlman1990a  "
0;18672;" S E Fahlman and C Lebiere ";;" The cascadecorrelation learning architecture ";" Carnegie Mellon University ";;;;1990;;;;;"fahlman1990a  "
0;18673;" S E Fahlman and C Lebiere ";;" ""The CascadeCorrelation Learning Architecture"" ";;;;;1990;;;;;"fahlman1990a  "
0;18674;" Fahlman S and Lebiere C ";;" The CascadeCorrelation Learning Architecture ";" School of Computer Science CarnegieMellon University ";;" Pittsburgh PA 15213 ";;1990;;;;;"fahlman1990a  "
0;18675;" Scott E Fahlman and Christian Lebiere ";;" The CascadeCorrelation learning architecture ";" Carnegie Mellon University School of Computer Science ";;;;" 1990 ";;;;" February ";"fahlman1990a  "
0;18676;" Fahlman S E and Lebiere C ";;" The CascadeCorrelation learning architecture ";"School of Computer Science Carnegie Mellon University ";;" Pittsburgh PA ";;" 1990 ";;;;" Feb ";"fahlman1990a  "
0;18677;" Fahlman S E and Lebiere C ";;" The CascadeCorrelation learning architecture ";"School of Computer Science Carnegie Mellon University ";;" Pittsburgh PA ";;" 1990 ";;;;" Feb ";"fahlman1990a  "
0;18678;" Fahlman S E and Lebiere C ";;" The CascadeCorrelation learning architecture ";" School of Computer Science Carnegie Mellon University ";;" Pittsburgh PA ";;" 1990 ";;;;" Feb ";"fahlman1990a  "
0;18679;" Fahlman S E and Lebiere C ";;" The CascadeCorrelation learning architecture ";"School of Computer Science Carnegie Mellon University ";;" Pittsburgh PA ";;" 1990 ";;;;" Feb ";"fahlman1990a  "
0;18680;" Fahlman S E and Lebiere C ";;" The CascadeCorrelation learning architecture ";"School of Computer Science Carnegie Mellon University ";;" Pittsburgh PA ";;" 1990 ";;;;" Feb ";"fahlman1990a  "
0;18681;" SE Fahlman and C Lebiere ";;" The cascadecorrelation learning architecture ";" Carnegie Mellon University ";;;;1990;;;;;"fahlman1990a  "
0;18682;" S E Fahlman and C Lebiere ";;" The CascadeCorrelation Learning Architecture ";"Carnegie Mellon University ";;;;1991;;;;;"fahlman1990a  "
0;18683;" S E Fahlman and C Lebiere ";;" The CascadeCorrelation Learning Architecture ";"Carnegie Mellon University ";;;;1991;;;;;"fahlman1990a  "
0;18684;" Fahlman S Lebiere C ";;" The CascadeCorrelation Learning Architecture ";" Carnegie Mellon University ";;" Pittsburgh PA ";;" 1991 ";;;;" August ";"fahlman1990a  "
0;18685;" S Fahlman and C Lebiere ";;" The casadecorrelation learning architecture ";" Carnegie Mellon University School of Computer Science ";;;;" 1990 ";;;;" Feb ";"fahlman1990a  "
0;18686;" S E Fahlman and C Lebiere ";;" ""The Cascade Correlation Learning Architecture"" ";" Carnegie Mellon Computer Science ";;;;1990;;;;;"fahlman1990a  "
0;18687;" Fahlman S E and Lebiere C ";;"The CascadeCorrelation Learning Architecture ";" School of Computer Science Carnegie Mellon University ";;" Pittsburgh PA ";;1990;;;;;"fahlman1990a  "
0;18688;" Fahlman S and Lebiere C ";;" ""The CascadeCorrelation Learning Architecture"" ";;;;;1990;;;;;"fahlman1990a  "
0;18689;" Fahlman S and Lebiere C ";;" The CascadeCorrelation Learning Architecture ";" School of Computer Science CarnegieMellon University ";;" Pittsburgh PA 15213 ";;1990;;;;;"fahlman1990a  "
0;18690;" Scott E Fahlman and Christian Lebiere ";;" The cascadecorrelation learning architecture ";" School of Computer Science Carnegie Mellon University ";;" Pittsburgh PA 15213 ";;" 1990 ";;;;" February ";"fahlman1990a  "
0;18691;" S E Fahlman and Christian Lebiere ";;" The cascadecorrelation learning architecture ";" School of Computer Science Carnegie Mellon University ";;" Pittsburgh PA 15213 ";;" 1990 ";;;;" February ";"fahlman1990a  "
0;18692;" S Fahlman and C Lebiere ";;" ""The CascadeCorrelation Learning Architecture"" ";;;;;" 1990 ";;;;" February ";"fahlman1990a  "
0;18693;" Fahlman S and Lebiere C ";;" The CascadeCorrelation Learning Architecture ";" School of Computer Science CarnegieMellon University ";;" Pittsburgh PA 15213 ";;1990;;;;;"fahlman1990a  "
0;18694;" Fahlman S and Lebiere C ";;" The CascadeCorrelation Learning Architecture ";" School of Computer Science CarnegieMellon University ";;" Pittsburgh PA 15213 ";;1990;;;;;"fahlman1990a  "
0;18695;" Fahlman S and Lebiere C ";;" The CascadeCorrelation Learning Architecture ";" School of Computer Science CarnegieMellon University ";;" Pittsburgh PA 15213 ";;1990;;;;;"fahlman1990a  "
0;18696;" S Fahlman and C Lebiere ";;" ""The cascadecorrelation learning architecture"" ";" School of Computer Science CarnegieMellon University ";;" Pittsburgh PA ";;" 1990 ";;;;" February ";"fahlman1990a  "
0;18697;" SE Fahlman and C Lebiere ";;" The cascadecorrelation learning architecture ";" School of Computer Science Carnegie Mellon University ";;" Pittsburgh PA 15213 ";;" 1991 ";;;;" August ";"fahlman1990a  "
0;18698;" Fahlman S and Lebiere C ";;" The CascadeCorrelation Learning Architecture ";" School of Computer Science CarnegieMellon University ";;" Pittsburgh PA 15213 ";;1990;;;;;"fahlman1990a  "
0;18699;" S E Fahlman and C Lebiere ";;" The cascadecorrelation learning architecture ";" Carnegie Mellon University ";;;;1990;;;;;"fahlman1990a  "
0;18700;" S E Fahlman and C Lebiere ";;" The cascadecorrelation learning architecture ";" School of Computer Science CarnegieMellon University ";;" Pittsburgh PA ";;1990;;;;;"fahlman1990a  "
0;18701;" S E Fahlman and C Lebiere ";;" The cascadecorrelation learning architecture ";" School of Computer Science CarnegieMellon University ";;" Pittsburgh PA ";;1990;;;;;"fahlman1990a  "
0;18702;" Scott E Fahlman and Christian Lebiere ";;" The CascadeCorrelation learning architecture ";" School of Computer Science Carnegie Mellon University ";;" Pittsburgh PA ";;" 1990 ";;;;" February ";"fahlman1990a  "
0;18703;" Fahlman S E & Lebiere C ";;" The Cascadecorrelation Learning Architecture ";" School of Computer Science CarnegieMellon University ";;" Pittsburgh PA ";;1990;;;;;"fahlman1990a  "
0;18704;" Fahlman Scott E and Lebiere ";;" Christi an ""The CascadeCorrelation Learning Architecture"" ";" Carnegie Mellon University Computer Science Department";;"Pittsburgh PA ";;1991;;;;;"fahlman1990a  "
0;18705;" Fahlman S E and Lebiere C ";;" The CascadeCorrelation Learning Architecture ";;;;;;;;;;"fahlman1990a  "
0;18706;" Fahlman S E and Lebiere C ";;" The CascadeCorrelation Learning Architecture ";;;;;;;;;;"fahlman1990a  "
0;18707;" SE Fahlman C Lebiere ";;" ""The cascadecorrelation learning algorithm"" ";" Carnegie Mellon University ";;;;1990;;;;;"fahlman1990a  "
0;18708;" SE Fahlman and C Lebiere ";;" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing 2 ";" San Mateo CA ";;1990;;" DS TouretzkyEd ";;;"fahlman1990b 1 "
0;18709;" Scott E Fahlman and Christian Lebiere ";;" The CascadeCorrelation learning architecture ";;" In  ";;;1990;" pages 524532 ";;;;"fahlman1990b 7 "
0;18710;" Fahlman S & Lebiere C ";;" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems volume 2 ";" San Mateo CA ";;1989;" pp 524532 ";" In Touretzky D editor ";;;"fahlman1990b "
0;18711;" Fahlman S & Lebiere C ";;" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems volume 2 ";" San Mateo CA ";;1989;" pp 524532 ";" In Touretzky D editor ";;;"fahlman1990b "
0;18712;" Fahlman S & Lebiere C ";;" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems volume 2 ";" San Mateo CA ";;1989;" pp 524532 ";" In Touretzky D editor ";;;"fahlman1990b "
0;18713;" Fahlman S & Lebiere C ";;" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems volume 2 ";" San Mateo CA ";;1989;" pp 524532 ";" In Touretzky D editor ";;;"fahlman1990b "
0;18714;" Fahlman S & Lebiere C ";;" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems volume 2 ";" San Mateo CA ";;1989;" pp 524532 ";" In Touretzky D editor ";;;"fahlman1990b "
0;18715;" Fahlman S & Lebiere C ";;" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems volume 2 ";" San Mateo CA ";;1989;" pp 524532 ";" In Touretzky D editor ";;;"fahlman1990b "
0;18716;" Fahlman S & Lebiere C ";;" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems volume 2 ";" San Mateo CA ";;1989;" pp 524532 ";" In Touretzky D editor ";;;"fahlman1990b "
0;18717;" Fahlman S & Lebiere C ";;" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems volume 2 ";" San Mateo CA ";;1989;" pp 524532 ";" In Touretzky D editor ";;;"fahlman1990b "
0;18718;" Fahlman S & Lebiere C ";;" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems volume 2 ";" San Mateo CA ";;1989;" pp 524532 ";" In Touretzky D editor ";;;"fahlman1990b "
0;18719;" Fahlman S & Lebiere C ";;" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems volume 2 ";" San Mateo CA ";;1989;;" In Touretzky D editor ";;;"fahlman1990b "
0;18720;" Fahlman S & Lebiere C ";;" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems volume 2 ";" San Mateo CA ";;1989;;" In Touretzky D editor ";;;"fahlman1990b "
0;18721;" Fahlman S & Lebiere C ";;" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems volume 2 ";" Palo Alto CA ";;1990;;" In Touretzky D editor ";;;"fahlman1990b "
0;18722;" Fahlman S E & C ";;" Lebiere 1990 The CascadeCorrelation Learning Architecture ";;" in Advances in Neural Information Processing Systems 2 ";" San Mateo ";;;" pp 524532 ";" DS Touretzky ed ";;;"fahlman1990b "
0;18723;" Fahlman S E & Lebiere C ";;" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems Vol ";" Denver CO ";;1989;" 2 pp 524532 ";;;;"fahlman1990b "
0;18724;" Fahlman S E & Lebiere C ";;" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems volume 2 ";" San Mateo CA ";;1989;" pp 524532 ";" In Touretzky D editor ";;;"fahlman1990b "
0;18725;" Fahlman S E & Lebiere C ";" Vol 2 ";" The cascadecorrelation learning architecture ";;" ""Advances in Neural Information Processing Systems""";;;1990;;" in D Touretzky ed ";;;"fahlman1990b "
0;18726;" Fahlman S E & Lebiere C ";" Vol 2 ";" The cascadecorrelation learning architecture ";;" `Advances in Neural Information Processing Systems  ";;;1990;;" in D Touretsky ed ";;;"fahlman1990b "
0;18727;" Fahlman S E & Lebiere C ";" Vol 2 ";" The cascadecorrelation learning architecture ";;" ""Advances in Neural Information Processing Systems""  ";;;1990;;" in D Touretzky ed ";;;"fahlman1990b "
0;18728;" Fahlman S E & Lebiere C ";" Volume 2";" The cascade correlation architecture";;;;;1990;"pp  524532 ";;;;"fahlman1990b "
0;18729;" Fahlman S E & Lebiere C ";" Volume 2 ";" The cascade correlation architecture ";;;;;1990;"pp  524532 ";;;;"fahlman1990b "
0;18730;" Fahlman S E & Lebiere C ";" volume 2 ";" The cascadecorrelation learning architecture ";;" In Advances in Neural Information Processing Systems ";" Denver ";;1989;" pages 524532 ";;;;"fahlman1990b "
0;18731;" Fahlman S E and Lebiere C ";" vol <volume> 2 ";;;;;;1990;" pp 524532 ";" Touretzky D S ed ";;;"fahlman1990b "
0;18732;" Fahlman S E and Lebiere C ";" 2 ";" The Cascade Correlation Learning Architecture ";;" In Neural Information Processing Systems";;;" 1990 ";" pp 524532 ";" Touretzky D S ed ";;" 1990 ";"fahlman1990b "
0;18733;" Fahlman S E and Lebiere C ";"2 ";" The Cascade Correlation Learning Architecture ";;" In Neural Information Processing Systems ";;;" 1990 ";" pp 524532 ";" Touretzky D S ed ";;" 1990 ";"fahlman1990b "
0;18734;" Fahlman S E and Lebiere C ";"2 ";" The cascadecorrelation architecture ";;" Advances in Neural Information Processing Structures ";;;1990;" pages 524 532 ";" In Touretzky D S editor ";;;"fahlman1990b "
0;18735;" Fahlman S E and Lebiere C ";" 2 ";" The cascadecorrelation architecture ";;" Advances in Neural Information Processing Structures";;;1990;" pages 524 532 ";" In Touretzky D S editor ";;;"fahlman1990b "
0;18736;" Fahlman S E and Lebiere C ";"2 ";" The cascadecorrelation learning algorithm ";;" Advances in Neural Information Processing Systems ";" San Mateo CA ";;1990;" pages 525532 ";" In Touretzky D S editor ";;;"fahlman1990b "
0;18737;" Fahlman S E and Lebiere C ";"2 ";" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems ";;;1990;;" In Touretzky Ed ";;;"fahlman1990b "
0;18738;" Fahlman S E & Lebiere C ";;;;" NIPS ";;;1990;"Pages 524532 ";" Touretzky D S ed ";;;"fahlman1990b "
0;18739;" Fahlman S E & Lebiere C ";" Vol 2 ";" The CascadeCorrelation Architecture ";;"In Advances in Neural Information Processing Systems  ";" San Mateo CA ";;1990;;" Touretzky D S Ed ";;;"fahlman1990b "
0;18740;" Fahlman S E & Lebiere C ";" Vol 2 ";" The CascadeCorrelation Architecture  ";;" In Advances in Neural Information Processing Systems  ";" San Mateo CA ";;1990;;" Touretzky D S Ed ";;;"fahlman1990b "
0;18741;" Fahlman S E & Lebiere C ";" 2 ";" The cascade correlation architecture ";;" Advances in 43 Neural Information Processing Systems ";;;1990;" 524532 ";;;;"fahlman1990b "
0;18742;" Fahlman S E & Lebiere C ";" 2 ";" The cascade correlation architecture ";;" Advances in Neural Information Processing Systems ";;;1990;" 524532 ";;;;"fahlman1990b "
0;18743;" Fahlman S E & Lebiere C ";" Vol 2 ";" The cascadecorrelation learning architecture ";;" In Advances in Neural Information Processing Systems ";" San Mateo CA ";;1990;;" D S Touretzky Ed ";;;"fahlman1990b "
0;18744;" Fahlman S E & Lebiere C ";" Vol 2 ";" The cascadecorrelation learning architecture ";;" In Advances in Neural Information Processing Systems  ";" San Mateo CA ";;1990;;" D S Touretzky Ed ";;;"fahlman1990b "
0;18745;" Fahlman S E & Lebiere C ";" 2 ";" The cascadecorrelation learning architecture ";;" In Advances in Neural Information Processing Systems";;;1990;;;;;"fahlman1990b "
0;18746;" Fahlman S E & Lebiere C ";"2 ";" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems ";" San Mateo CA ";;1990;" pp 524532 ";" In Touretzky D S Ed ";;;"fahlman1990b "
0;18747;" Fahlman S E & Lebiere C ";"2 ";" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems ";" San Mateo CA ";;1990;" pp 524532 ";" In Touretzky D S Ed ";;;"fahlman1990b "
0;18748;" Fahlman S E and Lebiere C ";"2 ";" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems ";" San Mateo CA ";;1990;" 524532 ";" In Touretzky D S editor ";;;"fahlman1990b "
0;18749;" Fahlman S E and Lebiere C ";" 2 ";" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems";" San Mateo CA ";;1990;" 524532 ";" In Touretzky D S editor ";;;"fahlman1990b "
0;18750;" Fahlman S E and Lebiere C ";"2 ";" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems ";" San Mateo CA ";;1990;" 524532 ";" In Touretzky D S editor ";;;"fahlman1990b "
0;18751;" Fahlman S E and Lebiere C ";"2 ";" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems ";" San Mateo CA ";;1990;" 524532 ";" In Touretzky D S editor ";;;"fahlman1990b "
0;18752;" Fahlman S E and Lebiere C ";" 2 ";" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems";" San Mateo CA ";;1990;" 524532 ";" In Touretzky D S editor ";;;"fahlman1990b "
0;18753;" Fahlman S E and Lebiere C ";" 2 ";" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems";" San Mateo CA ";;1990;" 524532 ";" In Touretzky D S editor ";;;"fahlman1990b "
0;18754;" Fahlman S E and Lebiere C ";" 2 ";" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems";" San Mateo CA ";;1990;" 524532 ";" In Touretzky D S editor ";;;"fahlman1990b "
0;18755;" Fahlman S and Lebiere C ";;" The Cascade Correlation Learning Architecture ";;;;;1991;;;;;"fahlman1990b "
0;18756;" Fahlman S and Lebiere C ";;" The Cascade Correlation Learning Architecture ";;;;;1991;;;;;"fahlman1990b "
0;18757;" Fahlman S and Lebiere C ";;" The Cascade Correlation Learning Architecture ";;;;;1991;;;;;"fahlman1990b "
0;18758;" Fahlman S and C Lebiere ";;" The CascadeCorrelation learning architecture ";;" Advances in Neural Information Processing Systems Proceedings of the 1989 Conference ";;;1990;" 524532 ";" In Touretzky D S editor ";;;"fahlman1990b "
0;18759;" Fahlman S and Lebiere C ";"2 ";" The cascadecorrelation architecture ";;" Advances in Neural Information Processing Structures ";;;1990;" pages 524532 ";" In Touretzky D S editor ";;;"fahlman1990b "
0;18760;" Fahlman S and Lebiere C ";" 2 ";" The cascadecorrelation architecture ";;" Advances in Neural Information Processing Structures";;;1990;" pages 524532 ";" In Touretzky D S editor ";;;"fahlman1990b "
0;18761;" Fahlman S & Lebiere C ";"Vol 2 ";" The cascadecorrelation learning architecture ";;" In Advances in Neural Information Processing Systems";" 524532 San Mateo CA ";;1989;" pp ";;;;"fahlman1990b "
0;18762;" Fahlman S & Lebiere C ";" Vol 2 ";" The cascadecorrelation learning architecture In Touretzky ";;" Advances in Neural Information Processing Systems";" San Mateo CA ";;1989;" pp 524532 ";" D Ed ";;;"fahlman1990b "
0;18763;" Fahlman S & Lebiere C ";;" The cascadecorrelation learning architecture";;;;;1989;;;;;"fahlman1990b "
0;18765;" Fahlman S & Lebiere C ";" Vol 2 ";" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems ";" San Mateo CA ";;1989;" pp 524532 ";" In Touretzky D Ed ";;;"fahlman1990b "
0;18766;" Fahlman S & Lebiere C ";" Vol 2 ";" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems ";" San Mateo CA ";;1989;" pp 524532 ";" In Touretzky  D Ed ";;;"fahlman1990b "
0;18767;" Fahlman S and Lebiere C ";"2 ";" The cascadecorrelation learning architecture ";;" In Advances in Neural Information Processing Systems ";" Denver CO ";;1989;" 524532 ";;;;"fahlman1990b "
0;18768;" Fahlman S and Lebiere C ";" 2 ";" The cascadecorrelation learning architecture ";;" In Advances in Neural Information Processing Systems";" Denver CO";;1989;" 524532 ";;;;"fahlman1990b "
0;18769;" Fahlman S and Lebiere C ";" 2";" The cascadecorrelation learning architecture ";;" In Advances in Neural Information Processing Systems ";" Denver ";;1989;" 524532 ";;;;"fahlman1990b "
0;18770;" Fahlman SE & Lebiere C ";;" The cascadecorrelation architecture  ";;" InAdvances in Neural Information Processing Systems ";;;1990;;" ed DS Touretzky ";;;"fahlman1990b "
0;18771;" Fahlman SE and Lebiere C ";"II ";" The CascadeCorrelation Learning Architecture ";;" Advances in Neural Information Processing Systems ";;;1990;" pp 524532 ";;;;"fahlman1990b "
0;18772;" Fahlman SE and Lebiere C ";" Vol 2 ";" ""The Cascade Correlation Learning Architecture"" ";;" NIPS";;;1990;" pp 524532 ";;;;"fahlman1990b "
0;18773;" Fahlmann S E and Lebiere C ";;" The cascadecorrelation learning architecture ";;" In Advances in Neural Information Processing Systems 2 NIPS2 ";" Denver Colorado ";;1989;;;;;"fahlman1990b "
0;18774;" S E Fahlman & C Lebiere ";"volume2 ";"The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems ";" San Mateo CA ";;1990;" 524532 ";" In D S Touretzky ed ";;;"fahlman1990b "
0;18775;" S E Fahlman and C Lebiere ";" volume2 ";" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems";;;1990;" pages 524532 ";" In D S Touretzky ed ";;;"fahlman1990b "
0;18776;" Fahlman S and Lebiere C ";"volume2 ";" The Cascade Correlation Learning Architecture ";;" Advances in Neural Information Processing Systems ";;;1990;;" In D Touretzky Ed ";;;"fahlman1990b "
0;18777;" S Fahlman and C Lebiere ";volume2;" The cascadecorrelation learning architecture ";;" In Adv in Neural Info Processing Systems  ";" Denver CO ";;1989;" pages 524532 ";;;;"fahlman1990b  "
0;18778;" SE Fahlman and C Lebiere ";"volume2 ";" The cascadecorrelation learning architecture ";;" In Advances in Neural Information Processing Systems  ";" Denver CO ";;" 1989 ";" pages 524532 ";;;" November ";"fahlman1990b  "
0;18779;" S Fahlman and C Lebiere ";;" The CascadeCorrelation learning architecture ";;" Advances in Neural Information Processing Systems ";;;1990;;" In D Touretzky editor ";;;"fahlman1990b  "
0;18780;" S Fahlman and C Lebiere ";volume2;" The CascadeCorrelation learning architecture ";;" Advances in Neural Information Processing Systems ";;;1990;;" In D Touretzky editor ";;;"fahlman1990b  "
0;18781;" S Fahlman and C Lebiere ";" volume 2 ";" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems ";;;1990;" pages 524532 ";" In D Touretzky editor ";;;"fahlman1990b  "
0;18782;" SE Fahlman and C Lebiere ";" volume 2 ";" The cascadecorrelation learning architecture In DS ";;" Advances in Neural Information Processing Systems ";" San Mateo 1990 ";;;" pages 524532 ";" Touretzky editor ";;;"fahlman1990b  "
0;18783;" SE Fahlman and C Lebiere ";" volume 2 ";" The cascadecorrelation learning architecture In DS ";;" Advances in Neural Information Processing Systems ";" San Mateo 1990 ";;;" pages 524532 ";" Touretzky editor ";;;"fahlman1990b  "
0;18784;" S E Fahlman and C Lebiere ";" volume 2";" The CascadeCorrelation Learning Architecture  ";;"In Advances in Neural Information Processing Systems";" Denver CO ";;1989;" 524532 ";;;;"fahlman1990b  "
0;18785;" S E Fahlman AND C Lebiere ";"2""";" The cascadecorrelation learning architec ture ";;" in ""Advances in Neural Information Processing Systems ";" San Mateo CA ";;1990;" pp 524532 ";"D  S Touretzky Ed ";;;"fahlman1990b  "
0;18786;" S E Fahlmann C Lebiere ";"2 ";" ""The CascadeCorrelation Learning Architecture"" ";;" Advances in Neural Information Processing Systems ";" San Mateo ";;1990;;;;;"fahlman1990b  "
0;18787;" S E Fahlman and C Lebiere ";" 2 ";" The cascadecorrelation architecture ";;" Advances in Neural Information Processing Systems";;;1990;;" In D S Touretzky editor ";;;"fahlman1990b  "
